Truck,TimeStamp,Longitude,Latitude
T118,05 Jun 2024 15:12:02:000,117.42732961216565,67.61254704190887
T118,05 Jun 2024 15:12:26:000,117.42848837974148,67.61334332875023
T118,05 Jun 2024 15:12:51:000,117.43089641090354,67.61286700111441
T118,05 Jun 2024 15:13:16:000,117.43270575759546,67.61266831816248
T118,05 Jun 2024 15:13:42:000,117.43458994434066,67.61282792536072
T118,05 Jun 2024 15:14:06:000,117.43660432264974,67.61279402935378
T118,05 Jun 2024 15:14:32:000,117.43874763208468,67.61251146345249
T118,05 Jun 2024 15:14:57:000,117.44178150273366,67.61302589718485
T118,05 Jun 2024 15:15:22:000,117.44174751124565,67.61454296825123
T118,05 Jun 2024 15:15:48:000,117.44096312892715,67.61553837539533
T118,05 Jun 2024 15:16:12:000,117.44338263071653,67.61558583779559
T118,05 Jun 2024 15:16:37:000,117.4477288205341,67.614661726269
T118,05 Jun 2024 15:17:02:000,117.45321833526795,67.61381650539147
T118,05 Jun 2024 15:17:28:000,117.454945466414,67.61295584814907
T118,05 Jun 2024 15:17:53:000,117.45594112706874,67.61242854006296
T118,05 Jun 2024 15:18:18:000,117.45736503379638,67.61005187779311
T118,05 Jun 2024 15:18:43:000,117.45408077242628,67.60735969445606
T118,05 Jun 2024 15:19:07:000,117.44841712544148,67.60633000896071
T118,05 Jun 2024 15:19:32:000,117.44094065799618,67.60527827215108
T118,05 Jun 2024 15:19:57:000,117.4333972401251,67.60419876180156
T118,05 Jun 2024 15:20:22:000,117.42605603171094,67.60311822004151
T118,05 Jun 2024 15:20:46:000,117.42277052581701,67.60332132409215
T118,05 Jun 2024 15:21:12:000,117.42164074916931,67.6038763773167
T118,05 Jun 2024 15:21:36:000,117.41982291779316,67.60363365762132
T118,05 Jun 2024 15:22:01:000,117.41800513059866,67.60339090857784
T118,05 Jun 2024 15:22:26:000,117.41713067151485,67.60331079393667
T118,05 Jun 2024 15:22:51:000,117.4142410707547,67.60318152961591
T118,05 Jun 2024 15:23:16:000,117.40926757317759,67.60292046073765
T118,05 Jun 2024 15:23:43:000,117.40658280550092,67.60295592283958
T118,05 Jun 2024 15:24:08:000,117.4047840167629,67.60365070349833
T118,05 Jun 2024 15:24:34:000,117.4044654471491,67.6045066443562
T118,05 Jun 2024 15:25:00:000,117.40246996887898,67.60545019366438
T118,05 Jun 2024 15:25:26:000,117.40147380256388,67.60600469360182
T118,05 Jun 2024 15:25:52:000,117.4010693004069,67.60592311541357
T118,05 Jun 2024 15:26:17:000,117.40093501484417,67.60592350061468
T118,05 Jun 2024 15:26:42:000,117.40100215645008,67.60592330803091
T118,05 Jun 2024 15:27:06:000,117.40214029803217,67.60575453397615
T118,05 Jun 2024 15:27:31:000,117.40473952481214,67.60478165244787
T118,05 Jun 2024 15:27:57:000,117.40565290413015,67.6034551001847
T118,05 Jun 2024 15:28:23:000,117.40940519226767,67.60308553743617
T118,05 Jun 2024 15:28:49:000,117.41531974711307,67.60339896091122
T118,05 Jun 2024 15:29:15:000,117.41935640373119,67.6038005549501
T118,05 Jun 2024 15:29:41:000,117.42304598989277,67.60365146327632
T118,05 Jun 2024 15:30:07:000,117.42565555471268,67.6032297703674
T118,05 Jun 2024 15:30:32:000,117.43232363846813,67.60422968879135
T118,05 Jun 2024 15:30:56:000,117.4406745012719,67.60538944117455
T118,05 Jun 2024 15:31:22:000,117.44916184198671,67.60660341060989
T118,05 Jun 2024 15:31:48:000,117.45531366552918,67.60843133041045
T118,05 Jun 2024 15:32:15:000,117.45631607394083,67.611186153414
T118,05 Jun 2024 15:32:41:000,117.45507047786936,67.61254171417158
T118,05 Jun 2024 15:33:06:000,117.45395037352803,67.61351072204855
T118,05 Jun 2024 15:33:31:000,117.45006200841526,67.61385433819427
T118,05 Jun 2024 15:33:56:000,117.4438455823052,67.61525338617336
T118,05 Jun 2024 15:34:20:000,117.44143094300253,67.61542656909118
T118,05 Jun 2024 15:34:45:000,117.44241439274573,67.61432019794029
T118,05 Jun 2024 15:35:10:000,117.4404249452714,67.6124234168888
T118,05 Jun 2024 15:35:35:000,117.43626551597217,67.612657187751
T118,05 Jun 2024 15:35:59:000,117.43223205871395,67.61250429852947
T118,05 Jun 2024 15:36:24:000,117.42868578692946,67.61314964971481
T118,05 Jun 2024 15:36:49:000,117.42691496586976,67.61199669604619
T118,05 Jun 2024 15:37:15:000,117.42447101450838,67.61076303111051
T118,05 Jun 2024 15:37:40:000,117.42002475474345,67.61011459334522
T118,05 Jun 2024 15:38:05:000,117.41633396357042,67.61026360821683
T118,05 Jun 2024 15:38:30:000,117.41466464910947,67.61073747832175
T118,05 Jun 2024 15:38:55:000,117.41394172180664,67.61151190056614
T118,05 Jun 2024 15:39:20:000,117.4140184906839,67.6119805448806
T118,05 Jun 2024 15:39:46:000,117.41395076180898,67.61195317076437
T118,05 Jun 2024 15:40:11:000,117.41362002750009,67.61220238090498
T118,05 Jun 2024 15:40:36:000,117.41362906414884,67.61264365107982
T118,05 Jun 2024 15:41:01:000,117.41397110780501,67.61294602636546
T118,05 Jun 2024 15:41:27:000,117.41471390055239,67.61313687848696
T118,05 Jun 2024 15:41:52:000,117.4152512360112,67.61313527338382
T118,05 Jun 2024 15:42:17:000,117.4152512360112,67.61313527338382
T118,05 Jun 2024 15:42:41:000,117.4152512360112,67.61313527338382
T118,05 Jun 2024 15:43:07:000,117.4152512360112,67.61313527338382
T118,05 Jun 2024 15:43:32:000,117.4152512360112,67.61313527338382
T118,05 Jun 2024 15:43:57:000,117.4152512360112,67.61313527338382
T118,05 Jun 2024 15:44:23:000,117.4152512360112,67.61313527338382
T118,05 Jun 2024 15:44:48:000,117.41457843455375,67.61308212184757
T118,05 Jun 2024 15:45:14:000,117.41389433416333,67.61247737312209
T118,05 Jun 2024 15:45:40:000,117.41421432653263,67.61170415803558
T118,05 Jun 2024 15:46:07:000,117.41486895700848,67.61087477082422
T118,05 Jun 2024 15:46:32:000,117.41667259482875,67.6104005005023
T118,05 Jun 2024 15:46:57:000,117.41875105847498,67.61022876636237
T118,05 Jun 2024 15:47:24:000,117.42278973004858,67.6106578368023
T118,05 Jun 2024 15:47:49:000,117.42501408941985,67.61103718607124
T118,05 Jun 2024 15:48:15:000,117.42603719151066,67.61177874262205
T118,05 Jun 2024 15:48:40:000,117.42732961216565,67.61254704190887
T118,05 Jun 2024 15:49:05:000,117.42875646499235,67.61331491368303
T118,05 Jun 2024 15:49:29:000,117.43109731997878,67.61283879612068
T118,05 Jun 2024 15:49:54:000,117.43317650608834,67.6126944315227
T118,05 Jun 2024 15:50:19:000,117.43526279237282,67.61288097608153
T118,05 Jun 2024 15:50:44:000,117.43754165379039,67.61265317439158
T118,05 Jun 2024 15:51:09:000,117.4409676789527,67.61266992836099
T118,05 Jun 2024 15:51:34:000,117.44220261477082,67.61385198709667
T118,05 Jun 2024 15:51:58:000,117.44148244254659,67.6147092914541
T118,05 Jun 2024 15:52:24:000,117.44082757660267,67.61548364071945
T118,05 Jun 2024 15:52:49:000,117.44324949109792,67.61564142882543
T118,05 Jun 2024 15:53:13:000,117.44759447696984,67.61466215904613
T118,05 Jun 2024 15:53:39:000,117.45382223382961,67.61378695077077
T118,05 Jun 2024 15:54:03:000,117.45527694577409,67.61276168922366
T118,05 Jun 2024 15:54:28:000,117.45704485249271,67.61074246075752
T118,05 Jun 2024 15:54:53:000,117.45510040883947,67.60790798342524
T118,05 Jun 2024 15:55:18:000,117.44989920693611,67.60654586472472
T118,05 Jun 2024 15:55:43:000,117.4431629501606,67.60557459470259
T118,05 Jun 2024 15:56:08:000,117.43710170885001,67.60473877734674
T118,05 Jun 2024 15:56:32:000,117.43178064743935,67.60395556693148
T118,05 Jun 2024 15:56:58:000,117.4248435683573,67.60292886402794
T118,05 Jun 2024 15:57:24:000,117.42250659985945,67.60354277870005
T118,05 Jun 2024 15:57:49:000,117.42083339287615,67.60379608149103
T118,05 Jun 2024 15:58:15:000,117.4186781899933,67.60347162730375
T118,05 Jun 2024 15:58:39:000,117.41625679097298,67.60325824669198
T118,05 Jun 2024 15:59:05:000,117.41202283930261,67.60305022585027
T135,05 Jun 2024 14:59:59:000,117.61354124507166,67.63736263652349
T135,05 Jun 2024 15:00:24:000,117.60681005536091,67.63717152605938
T135,05 Jun 2024 15:00:49:000,117.60524273194214,67.63648881245598
T135,05 Jun 2024 15:01:15:000,117.60559815587538,67.63488753155994
T135,05 Jun 2024 15:01:40:000,117.60709231497782,67.63314337038355
T135,05 Jun 2024 15:02:06:000,117.60763841180773,67.63118267596536
T135,05 Jun 2024 15:02:30:000,117.60723255116017,67.62886758464602
T135,05 Jun 2024 15:02:56:000,117.60652389593669,67.62765708677662
T135,05 Jun 2024 15:03:21:000,117.60783991004686,67.6267135601289
T135,05 Jun 2024 15:03:46:000,117.61232037286699,67.62594918233373
T135,05 Jun 2024 15:04:11:000,117.6175917587985,67.62468467109598
T135,05 Jun 2024 15:04:35:000,117.62127773484262,67.62433726391912
T135,05 Jun 2024 15:05:00:000,117.62172775320307,67.62367328011543
T135,05 Jun 2024 15:05:25:000,117.61860021184059,67.62250122574217
T135,05 Jun 2024 15:05:50:000,117.61177580471792,67.62129025781734
T135,05 Jun 2024 15:06:15:000,117.60591768922322,67.62090219916124
T135,05 Jun 2024 15:06:40:000,117.6003285544386,67.62051273068816
T135,05 Jun 2024 15:07:05:000,117.59278551028194,67.61993831861355
T135,05 Jun 2024 15:07:31:000,117.58477099675937,67.6193103214326
T135,05 Jun 2024 15:07:56:000,117.57951705531785,67.61886344468358
T135,05 Jun 2024 15:08:20:000,117.57350787844112,67.61784028018914
T135,05 Jun 2024 15:08:46:000,117.56880909892452,67.61799750247613
T135,05 Jun 2024 15:09:11:000,117.56852678877165,67.61990178441391
T135,05 Jun 2024 15:09:36:000,117.56755387055678,67.6211469358248
T135,05 Jun 2024 15:10:02:000,117.56509865288011,67.62226020407874
T135,05 Jun 2024 15:10:28:000,117.56544544808229,67.62264493492643
T135,05 Jun 2024 15:10:53:000,117.56544544808229,67.62264493492643
T135,05 Jun 2024 15:11:19:000,117.56544544808229,67.62264493492643
T135,05 Jun 2024 15:11:44:000,117.56544544808229,67.62264493492643
T135,05 Jun 2024 15:12:09:000,117.56585404409043,67.62283634267408
T135,05 Jun 2024 15:12:35:000,117.56713157373186,67.62285872102423
T135,05 Jun 2024 15:13:00:000,117.56734014337583,67.62310610510656
T135,05 Jun 2024 15:13:26:000,117.56740734333728,67.62310582576076
T135,05 Jun 2024 15:13:53:000,117.56740734333728,67.62310582576076
T135,05 Jun 2024 15:14:18:000,117.56727216992351,67.62307879523482
T135,05 Jun 2024 15:14:44:000,117.56638930330259,67.62275141628054
T135,05 Jun 2024 15:15:09:000,117.56623401647866,67.62200735293513
T135,05 Jun 2024 15:15:35:000,117.56901265416329,67.62045142934349
T135,05 Jun 2024 15:16:01:000,117.56915744910167,67.61843737707143
T135,05 Jun 2024 15:16:27:000,117.57149479313652,67.61793132053266
T135,05 Jun 2024 15:16:52:000,117.57837413240522,67.61884062261579
T135,05 Jun 2024 15:17:18:000,117.58733769296042,67.61976838306333
T135,05 Jun 2024 15:17:42:000,117.59602354407157,67.62036577199491
T135,05 Jun 2024 15:18:07:000,117.60396998594518,67.62093825831093
T135,05 Jun 2024 15:18:32:000,117.61265683300293,67.62153460493543
T135,05 Jun 2024 15:18:57:000,117.6190849655559,67.62296795257072
T135,05 Jun 2024 15:19:23:000,117.621126351364,67.62378629676287
T135,05 Jun 2024 15:19:49:000,117.621126351364,67.62378629676287
T135,05 Jun 2024 15:20:14:000,117.62126160177722,67.62381327344995
T135,05 Jun 2024 15:20:39:000,117.62139769844026,67.62386782989897
T135,05 Jun 2024 15:21:04:000,117.625248622248,67.62451252355409
T135,05 Jun 2024 15:21:29:000,117.63351969432314,67.62464055344637
T135,05 Jun 2024 15:21:55:000,117.64233464190445,67.62495864908549
T135,05 Jun 2024 15:22:20:000,117.65135593376816,67.62541313301313
T135,05 Jun 2024 15:22:47:000,117.65735873617699,67.62604682998051
T135,05 Jun 2024 15:23:14:000,117.66029918373998,67.6275774881506
T135,05 Jun 2024 15:23:40:000,117.66548269517216,67.62780100153284
T135,05 Jun 2024 15:24:06:000,117.669858846886,67.6280006326042
T135,05 Jun 2024 15:24:32:000,117.67268456345789,67.62806972692694
T135,05 Jun 2024 15:24:59:000,117.6754338527439,67.62786331942428
T135,05 Jun 2024 15:25:25:000,117.67804588015326,67.6275747774101
T135,05 Jun 2024 15:25:52:000,117.67903270507203,67.62693557064543
T135,05 Jun 2024 15:26:18:000,117.67930154379604,67.626934250476
T135,05 Jun 2024 15:26:44:000,117.67936875301251,67.62693392485122
T135,05 Jun 2024 15:27:09:000,117.67957038274601,67.62693293883126
T135,05 Jun 2024 15:27:36:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:28:02:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:28:28:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:28:53:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:29:19:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:29:43:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:30:08:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:30:33:000,117.68037689679095,67.62692899227123
T135,05 Jun 2024 15:30:58:000,117.67850801480613,67.62732427706366
T135,05 Jun 2024 15:31:22:000,117.67596231272606,67.62758492278255
T135,05 Jun 2024 15:31:47:000,117.67361726375438,67.62781697058497
T135,05 Jun 2024 15:32:12:000,117.67126482052923,67.62782834863854
T135,05 Jun 2024 15:32:37:000,117.66897501271784,67.62770148273037
T135,05 Jun 2024 15:33:02:000,117.66695590540047,67.6276284438374
T135,05 Jun 2024 15:33:27:000,117.6648714186608,67.62761084964231
T135,05 Jun 2024 15:33:52:000,117.66083236392481,67.62743703832069
T135,05 Jun 2024 15:34:16:000,117.65851655965248,67.6265102440809
T135,05 Jun 2024 15:34:42:000,117.65444557308304,67.62534345289043
T135,05 Jun 2024 15:35:07:000,117.64717418129862,67.62496377735081
T135,05 Jun 2024 15:35:32:000,117.63909751065518,67.62461501207919
T135,05 Jun 2024 15:35:58:000,117.63095650500274,67.62434880959783
T135,05 Jun 2024 15:36:22:000,117.62598100453641,67.62428857424386
T135,05 Jun 2024 15:36:47:000,117.62247715872638,67.62400090785499
T135,05 Jun 2024 15:37:12:000,117.61993115628611,67.62426052428735
T135,05 Jun 2024 15:37:36:000,117.6159797281619,67.62471940951295
T135,05 Jun 2024 15:38:01:000,117.61177936929506,67.62584123620715
T135,05 Jun 2024 15:38:27:000,117.60783326152391,67.62649292956178
T135,05 Jun 2024 15:38:52:000,117.60564764175336,67.6275781596339
T135,05 Jun 2024 15:39:17:000,117.60688484977445,67.62848296222192
T135,05 Jun 2024 15:39:41:000,117.60672964791128,67.63002821824084
T135,05 Jun 2024 15:40:07:000,117.60712468344877,67.63198478938911
T135,05 Jun 2024 15:40:31:000,117.60576839259355,67.63383868031057
T135,05 Jun 2024 15:40:57:000,117.60481529195165,67.63569080905388
T135,05 Jun 2024 15:41:23:000,117.60464664399043,67.63679481002515
T135,05 Jun 2024 15:41:47:000,117.60230135068707,67.63708080257805
T135,05 Jun 2024 15:42:13:000,117.59563679104126,67.63686127504072
T135,05 Jun 2024 15:42:38:000,117.58728165550802,67.63631760531926
T135,05 Jun 2024 15:43:04:000,117.57912948634238,67.63580016169963
T135,05 Jun 2024 15:43:29:000,117.57090971562504,67.63525494700305
T135,05 Jun 2024 15:43:54:000,117.56336276384235,67.63470651373356
T135,05 Jun 2024 15:44:19:000,117.55662533277892,67.63423718236074
T135,05 Jun 2024 15:44:44:000,117.55082949623295,67.6337638036314
T135,05 Jun 2024 15:45:11:000,117.54415023289374,67.63293507580136
T135,05 Jun 2024 15:45:36:000,117.53687380071852,67.63238415312415
T135,05 Jun 2024 15:46:02:000,117.52986957677108,67.63194214398479
T135,05 Jun 2024 15:46:28:000,117.52539945828161,67.63069035931193
T135,05 Jun 2024 15:46:55:000,117.52162348517926,67.63026327978457
T135,05 Jun 2024 15:47:21:000,117.51707140250994,67.63102498061642
T135,05 Jun 2024 15:47:46:000,117.51437324081657,67.63067643203185
T135,05 Jun 2024 15:48:12:000,117.51242092943092,67.63057331348472
T135,05 Jun 2024 15:48:37:000,117.50939584502885,67.63058443105669
T135,05 Jun 2024 15:49:03:000,117.50996012282387,67.63163044677272
T135,05 Jun 2024 15:49:28:000,117.51050003626374,67.6317112051185
T135,05 Jun 2024 15:49:55:000,117.51030323606537,67.63190500031602
T135,05 Jun 2024 15:50:20:000,117.51030323606537,67.63190500031602
T135,05 Jun 2024 15:50:46:000,117.51030184084463,67.63184983928284
T135,05 Jun 2024 15:51:12:000,117.51030184084463,67.63184983928284
T135,05 Jun 2024 15:51:38:000,117.5103004458249,67.63179468721864
T135,05 Jun 2024 15:52:04:000,117.50947629953745,67.63110817870667
T135,05 Jun 2024 15:52:29:000,117.511147864543,67.63074348855928
T135,05 Jun 2024 15:52:56:000,117.51559385105416,67.63108562619907
T135,05 Jun 2024 15:53:21:000,117.51928487698063,67.63082365622844
T135,05 Jun 2024 15:53:47:000,117.52418225590607,67.63041914110259
T135,05 Jun 2024 15:54:12:000,117.52540592075663,67.63093856529564
T135,05 Jun 2024 15:54:39:000,117.52595091248473,67.63121232637374
T135,05 Jun 2024 15:55:05:000,117.53074934939859,67.63215943528436
T135,05 Jun 2024 15:55:32:000,117.53937015182484,67.63270547017126
T135,05 Jun 2024 15:55:58:000,117.54685893196034,67.63364156573452
T135,05 Jun 2024 15:56:24:000,117.55326051621668,67.634140286299
T135,05 Jun 2024 15:56:50:000,117.56006660550436,67.63466466816199
T135,05 Jun 2024 15:57:16:000,117.56505296560036,67.63503063189293
T135,05 Jun 2024 15:57:42:000,117.574284225379,67.63568234950444
T135,05 Jun 2024 15:58:08:000,117.5836497716179,67.63630530956934
T135,05 Jun 2024 15:58:35:000,117.59321762848731,67.63692677892699
T135,05 Jun 2024 15:59:02:000,117.60203813397462,67.6372750103653
T136,05 Jun 2024 15:00:09:000,117.57014961155218,67.61788167640695
T136,05 Jun 2024 15:00:34:000,117.57600852139917,67.61835398138103
T136,05 Jun 2024 15:00:59:000,117.58403834124161,67.61953405858799
T136,05 Jun 2024 15:01:24:000,117.59299355704913,67.6201580894845
T136,05 Jun 2024 15:01:49:000,117.60195014948306,67.62080911673596
T136,05 Jun 2024 15:02:15:000,117.61043447058968,67.62137890093106
T136,05 Jun 2024 15:02:39:000,117.61725039211983,67.62231415316259
T136,05 Jun 2024 15:03:04:000,117.62098940586664,67.62370416919508
T136,05 Jun 2024 15:03:29:000,117.61972955110512,67.62426142736021
T136,05 Jun 2024 15:03:54:000,117.61438112690995,67.62519537455935
T136,05 Jun 2024 15:04:18:000,117.60930186936042,67.62615552177004
T136,05 Jun 2024 15:04:43:000,117.60564598660096,67.62752300869337
T136,05 Jun 2024 15:05:08:000,117.60682012212409,67.6285659887575
T136,05 Jun 2024 15:05:34:000,117.60673545560184,67.63022125986294
T136,05 Jun 2024 15:05:59:000,117.60700267520018,67.63239905297222
T136,05 Jun 2024 15:06:24:000,117.60583396884097,67.63378323415988
T136,05 Jun 2024 15:06:49:000,117.60512418463789,67.63477926844034
T136,05 Jun 2024 15:07:14:000,117.60487426125391,67.63541473279955
T136,05 Jun 2024 15:07:39:000,117.60475549429597,67.635939305347
T136,05 Jun 2024 15:08:03:000,117.60470396407071,67.63646357400708
T136,05 Jun 2024 15:08:28:000,117.60464581709796,67.63676723009604
T136,05 Jun 2024 15:08:53:000,117.60553654221427,67.63731498492706
T136,05 Jun 2024 15:09:18:000,117.60634514527496,67.63736662770816
T136,05 Jun 2024 15:09:42:000,117.60964350908625,67.63746253320075
T136,05 Jun 2024 15:10:07:000,117.6146247371774,67.63760609409462
T136,05 Jun 2024 15:10:32:000,117.62088457069252,67.63777134957907
T136,05 Jun 2024 15:10:57:000,117.62767218447392,67.63760296415724
T136,05 Jun 2024 15:11:22:000,117.63418549809847,67.63727000966082
T136,05 Jun 2024 15:11:47:000,117.6386804157136,67.63691844844178
T136,05 Jun 2024 15:12:13:000,117.64444484698565,67.63631262860939
T136,05 Jun 2024 15:12:37:000,117.65190328805126,67.63611236903617
T136,05 Jun 2024 15:13:03:000,117.66051911345954,67.63634752387992
T136,05 Jun 2024 15:13:27:000,117.66536139443718,67.63635200894977
T136,05 Jun 2024 15:13:52:000,117.66667453505289,67.63742141895887
T136,05 Jun 2024 15:14:17:000,117.6703775824993,67.63754152474901
T136,05 Jun 2024 15:14:42:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:15:07:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:15:32:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:15:56:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:16:21:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:16:46:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:17:12:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:17:36:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:18:02:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:18:28:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:18:52:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:19:18:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:19:42:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:20:08:000,117.67098370584793,67.63756617848496
T136,05 Jun 2024 15:20:33:000,117.6710509525443,67.63756585624789
T136,05 Jun 2024 15:20:58:000,117.67199330364504,67.63758888567888
T136,05 Jun 2024 15:21:24:000,117.67199330364504,67.63758888567888
T136,05 Jun 2024 15:21:49:000,117.67226228564861,67.63758758594479
T136,05 Jun 2024 15:22:15:000,117.67352612810308,67.63716773907841
T136,05 Jun 2024 15:22:40:000,117.67398946030507,67.6369448309873
T136,05 Jun 2024 15:23:05:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:23:30:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:23:55:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:24:20:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:24:44:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:25:09:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:25:34:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:25:59:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:26:23:000,117.67385497550858,67.6369454868101
T136,05 Jun 2024 15:26:48:000,117.67324886515985,67.6369208437613
T136,05 Jun 2024 15:27:13:000,117.67333084288367,67.63736175594062
T136,05 Jun 2024 15:27:38:000,117.67118085180098,67.63742731437766
T136,05 Jun 2024 15:28:03:000,117.66713977489351,67.6372536982516
T136,05 Jun 2024 15:28:28:000,117.66582935043813,67.63626702155766
T136,05 Jun 2024 15:28:52:000,117.66145506398512,67.63617757555811
T136,05 Jun 2024 15:29:18:000,117.65438582245365,67.63593521554039
T136,05 Jun 2024 15:29:43:000,117.64598433342758,67.63608483444459
T136,05 Jun 2024 15:30:07:000,117.63719844188344,67.63684250652297
T136,05 Jun 2024 15:30:33:000,117.62820242051322,67.63735233774045
T136,05 Jun 2024 15:30:58:000,117.61953201264842,67.63752914678152
T136,05 Jun 2024 15:31:23:000,117.61347316085498,67.63733535511226
T136,05 Jun 2024 15:31:48:000,117.6051945239233,67.63712340091972
T136,05 Jun 2024 15:32:14:000,117.59617555864756,67.63688655248794
T136,05 Jun 2024 15:32:40:000,117.58795568633148,67.63636991477762
T136,05 Jun 2024 15:33:04:000,117.57966820539988,67.63582550284005
T136,05 Jun 2024 15:33:29:000,117.57097773525909,67.63528224629555
T136,05 Jun 2024 15:33:56:000,117.5620157150595,67.63462922331267
T136,05 Jun 2024 15:34:22:000,117.55359215245159,67.63397348152472
T136,05 Jun 2024 15:34:48:000,117.5451646693441,67.63315175826132
T136,05 Jun 2024 15:35:15:000,117.5368065713773,67.63238441090374
T136,05 Jun 2024 15:35:41:000,117.52852211688531,67.6318369416564
T136,05 Jun 2024 15:36:06:000,117.52444684832929,67.63025265702234
T136,05 Jun 2024 15:36:32:000,117.52041845132909,67.63046086527281
T136,05 Jun 2024 15:36:59:000,117.51961531878547,67.6306017774714
T136,05 Jun 2024 15:37:24:000,117.51874495155504,67.63074292704903
T136,05 Jun 2024 15:37:49:000,117.51506801092529,67.63155645873937
T136,05 Jun 2024 15:38:14:000,117.51221434128448,67.63302880762825
T136,05 Jun 2024 15:38:39:000,117.51188517612056,67.63330583240317
T136,05 Jun 2024 15:39:03:000,117.51108396516034,67.63352942615565
T136,05 Jun 2024 15:39:28:000,117.50663959433777,67.63326988043588
T136,05 Jun 2024 15:39:53:000,117.5006455717646,67.63287786676054
T136,05 Jun 2024 15:40:18:000,117.49363994835305,67.63235128612318
T136,05 Jun 2024 15:40:42:000,117.4879819290643,67.63192996189623
T136,05 Jun 2024 15:41:07:000,117.48407934076101,67.6318056931321
T136,05 Jun 2024 15:41:32:000,117.48300302583054,67.63178185754104
T136,05 Jun 2024 15:41:57:000,117.48293579756051,67.63178209305325
T136,05 Jun 2024 15:42:21:000,117.4817408275626,67.63242060221228
T136,05 Jun 2024 15:42:46:000,117.48036968768567,67.63413537150988
T136,05 Jun 2024 15:43:11:000,117.47797073672169,67.63505381247496
T136,05 Jun 2024 15:43:36:000,117.47399194392706,67.63457096877777
T136,05 Jun 2024 15:44:01:000,117.46725281962192,67.63393183093018
