T118,13 Jun 2024 13:00:03:000,524767.211962271,7502405.56113003
T118,13 Jun 2024 13:00:28:000,524433.049419108,7502347.67071342
T118,13 Jun 2024 13:00:52:000,524173.150704241,7502305.0313037
T118,13 Jun 2024 13:01:17:000,524121.97107418,7502443.47714251
T118,13 Jun 2024 13:01:42:000,524090.70134984,7502532.69502788
T118,13 Jun 2024 13:02:07:000,524056.39446151,7502505.07513923
T118,13 Jun 2024 13:02:32:000,524047.823725533,7502502.01364653
T118,13 Jun 2024 13:02:57:000,524053.539140665,7502505.07957328
T118,13 Jun 2024 13:03:22:000,524084.947669914,7502505.03076947
T118,13 Jun 2024 13:03:47:000,524147.616130247,7502409.61437375
T118,13 Jun 2024 13:04:12:000,524227.43956863,7502329.54489337
T118,13 Jun 2024 13:04:37:000,524404.520728634,7502363.08969972
T118,13 Jun 2024 13:05:01:000,524498.774627479,7502381.38970011
T118,13 Jun 2024 13:05:26:000,524553.039910471,7502390.52816762
T118,13 Jun 2024 13:05:52:000,524850.074941878,7502442.32599286
T118,13 Jun 2024 13:06:16:000,525161.398578423,7502500.24445479
T118,13 Jun 2024 13:06:41:000,525495.546970965,7502545.819822
T118,13 Jun 2024 13:07:06:000,525709.711929213,7502554.69003506
T118,13 Jun 2024 13:07:31:000,525852.498980088,7502566.75143419
T118,13 Jun 2024 13:07:56:000,525998.141593513,7502578.80670834
T118,13 Jun 2024 13:08:21:000,526272.300701323,7502606.01699061
T118,13 Jun 2024 13:08:45:000,526640.623659615,7502596.16294364
T118,13 Jun 2024 13:09:10:000,526991.74978726,7502549.43243571
T118,13 Jun 2024 13:09:35:000,527117.20645082,7502447.74460659
T118,13 Jun 2024 13:10:00:000,527202.611682052,7502303.07896617
T118,13 Jun 2024 13:10:24:000,527336.619857483,7502195.22465922
T118,13 Jun 2024 13:10:49:000,527519.384075415,7502210.27465023
T118,13 Jun 2024 13:11:14:000,527576.363338219,7502139.45270469
T118,13 Jun 2024 13:11:39:000,527464.882907606,7502068.93054024
T118,13 Jun 2024 13:12:04:000,527513.066530755,7501868.98264993
T118,13 Jun 2024 13:12:30:000,527418.779438604,7501832.25239832
T118,13 Jun 2024 13:12:55:000,527353.109930054,7501832.3686497
T118,13 Jun 2024 13:13:19:000,527287.500078699,7501866.30736357
T118,13 Jun 2024 13:13:45:000,527301.83035281,7501897.03012436
T118,13 Jun 2024 13:14:09:000,527256.190360507,7501921.7090334
T118,13 Jun 2024 13:14:34:000,527247.640968647,7501930.94850555
T118,13 Jun 2024 13:15:00:000,527247.640968647,7501930.94850555
T118,13 Jun 2024 13:15:27:000,527247.640968647,7501930.94850555
T118,13 Jun 2024 13:15:52:000,527247.640968647,7501930.94850555
T118,13 Jun 2024 13:16:16:000,527247.640968647,7501930.94850555
T118,13 Jun 2024 13:16:42:000,527284.655721993,7501872.46198901
T118,13 Jun 2024 13:17:06:000,527373.128945671,7501850.78206807
T118,13 Jun 2024 13:17:32:000,527493.080110546,7501869.01818341
T118,13 Jun 2024 13:17:57:000,527484.656536923,7501948.97806538
T118,13 Jun 2024 13:18:22:000,527470.669827421,7502111.96751764
T118,13 Jun 2024 13:18:47:000,527553.576077615,7502170.24134409
T118,13 Jun 2024 13:19:12:000,527453.658382108,7502179.64339346
T118,13 Jun 2024 13:19:37:000,527362.268286126,7502167.5060879
T118,13 Jun 2024 13:20:02:000,527270.992153637,7502219.93890582
T118,13 Jun 2024 13:20:27:000,527208.27358417,7502275.39578441
T118,13 Jun 2024 13:20:54:000,527111.388074861,7502386.25875506
T118,13 Jun 2024 13:21:19:000,527045.941927024,7502515.51498585
T118,13 Jun 2024 13:21:44:000,526834.706666319,7502549.70557744
T118,13 Jun 2024 13:22:10:000,526509.26230644,7502587.16411463
T118,13 Jun 2024 13:22:35:000,526158.029945414,7502572.38772299
T118,13 Jun 2024 13:23:01:000,525818.193963342,7502542.2102793
T118,13 Jun 2024 13:23:25:000,525501.227239031,7502527.36165972
T118,13 Jun 2024 13:23:52:000,525161.363601432,7502478.72090367
T118,13 Jun 2024 13:24:17:000,524824.337725752,7502417.76886377
T118,13 Jun 2024 13:24:42:000,524495.885286337,7502359.87066139
T118,13 Jun 2024 13:25:09:000,524141.728207574,7502295.85590642
T118,13 Jun 2024 13:25:34:000,523796.125739581,7502222.59542966
T118,13 Jun 2024 13:26:00:000,523487.658878506,7502158.49531694
T118,13 Jun 2024 13:26:26:000,523199.181315164,7502094.35908391
T118,13 Jun 2024 13:26:52:000,522962.059352523,7502002.46819678
T118,13 Jun 2024 13:27:17:000,522953.379816991,7501925.61099884
T118,13 Jun 2024 13:27:43:000,522930.406175942,7501836.47573549
T118,13 Jun 2024 13:28:08:000,522784.804721044,7501845.91488819
T118,13 Jun 2024 13:28:33:000,522761.976683265,7501855.17283917
T118,13 Jun 2024 13:28:58:000,522744.818410053,7501836.74921337
T118,13 Jun 2024 13:29:23:000,522744.818410053,7501836.74921337
T118,13 Jun 2024 13:29:48:000,522756.248225026,7501842.88204081
T118,13 Jun 2024 13:30:12:000,522827.659866621,7501864.30064106
T118,13 Jun 2024 13:30:37:000,522939.030931656,7501876.43540543
T118,13 Jun 2024 13:31:02:000,522930.574509762,7501950.24317784
T118,13 Jun 2024 13:31:27:000,522927.751135167,7501971.77097079
T118,13 Jun 2024 13:31:51:000,523044.915812858,7502039.24283069
T118,13 Jun 2024 13:32:17:000,523364.87358308,7502152.53135808
T118,13 Jun 2024 13:32:42:000,523716.187642476,7502228.86761396
T118,13 Jun 2024 13:33:07:000,524041.793340934,7502296.01133817
T118,13 Jun 2024 13:33:31:000,524344.545046721,7502353.95968342
T118,13 Jun 2024 13:33:56:000,524487.353436151,7502381.40776262
T118,13 Jun 2024 13:34:21:000,524584.457967467,7502396.62792771
T118,13 Jun 2024 13:34:46:000,524772.961917846,7502430.15034249
T118,13 Jun 2024 13:35:11:000,525061.437494356,7502485.03256598
T118,13 Jun 2024 13:35:36:000,525407.026740303,7502542.89054398
T118,13 Jun 2024 13:36:01:000,525709.717035834,7502557.76482773
T118,13 Jun 2024 13:36:26:000,526040.981960647,7502584.88429607
T118,13 Jun 2024 13:36:51:000,526360.826710877,7502612.01606686
T118,13 Jun 2024 13:37:15:000,526603.514836023,7502602.37638432
T118,13 Jun 2024 13:37:40:000,526891.845317604,7502568.05519412
T118,13 Jun 2024 13:38:05:000,527211.518223392,7502496.77586194
T118,13 Jun 2024 13:38:30:000,527519.805237375,7502447.03372762
T118,13 Jun 2024 13:38:54:000,527751.079873563,7502443.54577763
T118,13 Jun 2024 13:39:19:000,528019.523565716,7502467.66028052
T118,13 Jun 2024 13:39:44:000,528242.243711549,7502470.33002347
T118,13 Jun 2024 13:40:09:000,528290.997785405,7502587.08342833
T118,13 Jun 2024 13:40:33:000,528459.502263424,7502608.29790828
T118,13 Jun 2024 13:40:58:000,528585.222506118,7502654.18809576
T118,13 Jun 2024 13:41:23:000,528579.54589879,7502672.64740169
T118,13 Jun 2024 13:41:48:000,528579.54589879,7502672.64740169
