T118,11 Jun 2024 14:59:58:000,527143.526121374,7501174.72939334
T118,11 Jun 2024 15:00:23:000,527226.339486974,7501183.80828824
T118,11 Jun 2024 15:00:48:000,527317.729042486,7501199.02120681
T118,11 Jun 2024 15:01:14:000,527437.669590117,7501214.18296502
T118,11 Jun 2024 15:01:39:000,527437.669590117,7501214.18296502
T118,11 Jun 2024 15:02:05:000,527454.805532913,7501217.22736731
T118,11 Jun 2024 15:02:31:000,527700.403112097,7501250.61237172
T118,11 Jun 2024 15:02:56:000,527931.820704021,7501336.29077278
T118,11 Jun 2024 15:03:22:000,528066.300734863,7501495.93725267
T118,11 Jun 2024 15:03:48:000,528274.770458002,7501520.15597507
T118,11 Jun 2024 15:04:14:000,528463.260510027,7501547.48345765
T118,11 Jun 2024 15:04:39:000,528668.808024316,7501534.80452601
T118,11 Jun 2024 15:05:04:000,528771.54733002,7501510.01525057
T118,11 Jun 2024 15:05:30:000,528780.107016268,7501506.92451448
T118,11 Jun 2024 15:05:57:000,528797.232104896,7501503.81782392
T118,11 Jun 2024 15:06:23:000,528822.922590751,7501500.69515018
T118,11 Jun 2024 15:06:48:000,528822.922590751,7501500.69515018
T118,11 Jun 2024 15:07:14:000,528822.922590751,7501500.69515018
T118,11 Jun 2024 15:07:39:000,528822.922590751,7501500.69515018
T118,11 Jun 2024 15:08:04:000,528822.922590751,7501500.69515018
T118,11 Jun 2024 15:08:30:000,528837.198264253,7501500.66853283
T118,11 Jun 2024 15:08:56:000,528845.763668354,7501500.65255604
T118,11 Jun 2024 15:09:23:000,528900.02846886,7501509.77564659
T118,11 Jun 2024 15:09:48:000,528939.983113492,7501500.47649546
T118,11 Jun 2024 15:10:15:000,528937.127978792,7501500.48183914
T118,11 Jun 2024 15:10:40:000,528937.127978792,7501500.48183914
T118,11 Jun 2024 15:11:06:000,528937.127978792,7501500.48183914
T118,11 Jun 2024 15:11:32:000,528937.127978792,7501500.48183914
T118,11 Jun 2024 15:11:58:000,528945.70489535,7501506.61539854
T118,11 Jun 2024 15:12:24:000,528988.549227509,7501515.75955158
T118,11 Jun 2024 15:12:49:000,528988.549227509,7501515.75955158
T118,11 Jun 2024 15:13:15:000,528988.549227509,7501515.75955158
T118,11 Jun 2024 15:13:41:000,528988.549227509,7501515.75955158
T118,11 Jun 2024 15:14:06:000,528988.549227509,7501515.75955158
T118,11 Jun 2024 15:14:30:000,528988.549227509,7501515.75955158
T118,11 Jun 2024 15:14:55:000,528908.576631776,7501500.53524667
T118,11 Jun 2024 15:15:20:000,528811.461946744,7501479.19286205
T118,11 Jun 2024 15:15:45:000,528683.038101065,7501510.17968465
