Truck,Timestamp,X,Y
T118,06 Jun 2024 12:00:04:000,522416.9777,7502187.754
T118,06 Jun 2024 12:00:29:000,522416.9777,7502187.754
T118,06 Jun 2024 12:00:54:000,522416.9777,7502187.754
T118,06 Jun 2024 12:01:19:000,522416.9777,7502187.754
T118,06 Jun 2024 12:01:44:000,522416.9777,7502187.754
T118,06 Jun 2024 12:02:08:000,522416.9777,7502187.754
T118,06 Jun 2024 12:02:34:000,522416.9777,7502187.754
T118,06 Jun 2024 12:02:58:000,522416.9777,7502187.754
T118,06 Jun 2024 12:03:23:000,522416.9777,7502187.754
T118,06 Jun 2024 12:03:48:000,522416.9777,7502187.754
T118,06 Jun 2024 12:04:13:000,522416.9777,7502187.754
T118,06 Jun 2024 12:04:38:000,522416.9777,7502187.754
T118,06 Jun 2024 12:05:03:000,522416.9777,7502187.754
T118,06 Jun 2024 12:05:29:000,522416.9777,7502187.754
T118,06 Jun 2024 12:05:53:000,522416.9777,7502187.754
T118,06 Jun 2024 12:06:18:000,522416.9777,7502187.754
T118,06 Jun 2024 12:06:43:000,522416.9777,7502187.754
T118,06 Jun 2024 12:07:08:000,522416.9777,7502187.754
T118,06 Jun 2024 12:07:33:000,522416.9777,7502187.754
T118,06 Jun 2024 12:07:59:000,522416.9777,7502187.754
T118,06 Jun 2024 12:08:23:000,522416.9777,7502187.754
T118,06 Jun 2024 12:08:48:000,522416.9777,7502187.754
T118,06 Jun 2024 12:09:13:000,522416.9777,7502187.754
T118,06 Jun 2024 12:09:38:000,522416.9777,7502187.754
T118,06 Jun 2024 12:10:03:000,522416.9777,7502187.754
T118,06 Jun 2024 12:10:29:000,522416.9777,7502187.754
T118,06 Jun 2024 12:10:54:000,522416.9777,7502187.754
T118,06 Jun 2024 12:11:20:000,522416.9777,7502187.754
T118,06 Jun 2024 12:11:45:000,522416.9777,7502187.754
T118,06 Jun 2024 12:12:10:000,522416.9777,7502187.754
T118,06 Jun 2024 12:12:35:000,522416.9777,7502187.754
T118,06 Jun 2024 12:12:59:000,522416.9777,7502187.754
T118,06 Jun 2024 12:13:24:000,522416.9777,7502187.754
T118,06 Jun 2024 12:13:49:000,522416.9777,7502187.754
T118,06 Jun 2024 12:14:14:000,522416.9777,7502187.754
T118,06 Jun 2024 12:14:39:000,522416.9777,7502187.754
T118,06 Jun 2024 12:15:04:000,522416.9777,7502187.754
T118,06 Jun 2024 12:15:30:000,522416.9777,7502187.754
T118,06 Jun 2024 12:15:55:000,522416.9777,7502187.754
T118,06 Jun 2024 12:16:20:000,522416.9777,7502187.754
T118,06 Jun 2024 12:16:45:000,522416.9777,7502187.754
T118,06 Jun 2024 12:17:11:000,522416.9777,7502187.754
T118,06 Jun 2024 12:17:36:000,522416.9777,7502187.754
T118,06 Jun 2024 12:18:01:000,522416.9777,7502187.754
T118,06 Jun 2024 12:18:26:000,522416.9777,7502187.754
T118,06 Jun 2024 12:18:51:000,522416.9777,7502187.754
T118,06 Jun 2024 12:19:16:000,522416.9777,7502187.754
T118,06 Jun 2024 12:19:40:000,522416.9777,7502187.754
T118,06 Jun 2024 12:20:05:000,522419.833,7502187.75
T118,06 Jun 2024 12:20:30:000,522454.0828,7502178.476
T118,06 Jun 2024 12:20:55:000,522454.0828,7502178.476
T118,06 Jun 2024 12:21:20:000,522454.0828,7502178.476
T118,06 Jun 2024 12:21:45:000,522454.0828,7502178.476
T118,06 Jun 2024 12:22:10:000,522454.0828,7502178.476
T118,06 Jun 2024 12:22:35:000,522471.2054,7502172.302
T118,06 Jun 2024 12:23:01:000,522536.9077,7502193.73
T118,06 Jun 2024 12:23:25:000,522633.9148,7502144.392
T118,06 Jun 2024 12:23:50:000,522708.0838,7502098.161
T118,06 Jun 2024 12:24:15:000,522813.7143,7502088.782
T135,06 Jun 2024 12:00:01:000,525513.1119,7501076.035
T135,06 Jun 2024 12:00:27:000,525493.1265,7501076.068
T135,06 Jun 2024 12:00:51:000,525487.4062,7501069.927
T135,06 Jun 2024 12:01:17:000,525484.5309,7501057.633
T135,06 Jun 2024 12:01:43:000,525484.5309,7501057.633
T135,06 Jun 2024 12:02:07:000,525484.5309,7501057.633
T135,06 Jun 2024 12:02:33:000,525484.5309,7501057.633
T135,06 Jun 2024 12:02:57:000,525484.5309,7501057.633
T135,06 Jun 2024 12:03:22:000,525484.5309,7501057.633
T135,06 Jun 2024 12:03:48:000,525484.5309,7501057.633
T135,06 Jun 2024 12:04:13:000,525484.5309,7501057.633
T135,06 Jun 2024 12:04:39:000,525484.5309,7501057.633
T135,06 Jun 2024 12:05:05:000,525484.5309,7501057.633
T135,06 Jun 2024 12:05:30:000,525484.5309,7501057.633
T135,06 Jun 2024 12:05:55:000,525484.5309,7501057.633
T135,06 Jun 2024 12:06:20:000,525484.5309,7501057.633
T135,06 Jun 2024 12:06:46:000,525484.5309,7501057.633
T135,06 Jun 2024 12:07:12:000,525484.5309,7501057.633
T135,06 Jun 2024 12:07:37:000,525484.5309,7501057.633
T135,06 Jun 2024 12:08:03:000,525484.5309,7501057.633
T135,06 Jun 2024 12:08:28:000,525484.5309,7501057.633
T135,06 Jun 2024 12:08:53:000,525484.5309,7501057.633
T135,06 Jun 2024 12:09:18:000,525484.5309,7501057.633
T135,06 Jun 2024 12:09:44:000,525484.5309,7501057.633
T135,06 Jun 2024 12:10:09:000,525484.536,7501060.708
T135,06 Jun 2024 12:10:36:000,525501.7879,7501134.475
T135,06 Jun 2024 12:11:01:000,525578.9712,7501192.769
T135,06 Jun 2024 12:11:26:000,525741.7106,7501192.499
T135,06 Jun 2024 12:11:52:000,525904.4139,7501170.704
T135,06 Jun 2024 12:12:17:000,526012.7568,7501081.353
T135,06 Jun 2024 12:12:43:000,526178.324,7501065.699
T135,06 Jun 2024 12:13:08:000,526266.8463,7501074.774
T135,06 Jun 2024 12:13:34:000,526224.1143,7501130.193
T135,06 Jun 2024 12:14:00:000,526072.972,7501234.992
T135,06 Jun 2024 12:14:24:000,525907.4954,7501305.99
T135,06 Jun 2024 12:14:50:000,525767.7492,7501398.468
T135,06 Jun 2024 12:15:15:000,525770.7938,7501512.23
T135,06 Jun 2024 12:15:40:000,525765.3036,7501644.456
T135,06 Jun 2024 12:16:06:000,525768.2969,7501727.471
T135,06 Jun 2024 12:16:31:000,525779.9634,7501875.042
T135,06 Jun 2024 12:16:57:000,525754.6298,7502093.395
T135,06 Jun 2024 12:17:24:000,525686.4764,7502317.969
T135,06 Jun 2024 12:17:51:000,525675.2899,7502459.428
T135,06 Jun 2024 12:18:16:000,525612.59,7502530.253
T135,06 Jun 2024 12:18:42:000,525364.1464,7502512.213
T135,06 Jun 2024 12:19:08:000,525007.1318,7502451.298
T135,06 Jun 2024 12:19:35:000,524638.6842,7502381.168
T135,06 Jun 2024 12:20:01:000,524275.9602,7502317.17
T135,06 Jun 2024 12:20:28:000,523927.5108,7502250.066
T135,06 Jun 2024 12:20:54:000,523570.4894,7502176.818
T135,06 Jun 2024 12:21:22:000,523273.4454,7502112.697
T135,06 Jun 2024 12:21:48:000,523016.3269,7502014.687
T135,06 Jun 2024 12:22:13:000,522953.4071,7501944.06
T135,06 Jun 2024 12:22:39:000,522956.1348,7501857.961
T135,06 Jun 2024 12:23:05:000,522810.5151,7501855.101
T135,06 Jun 2024 12:23:30:000,522790.6101,7501910.477
