Truck,Timestamp,X,Y
T135,06 Jun 2024 14:00:00:000,522835.1245,7501117.112
T135,06 Jun 2024 14:00:27:000,522820.8537,7501120.208
T135,06 Jun 2024 14:00:54:000,522812.2886,7501120.221
T135,06 Jun 2024 14:01:20:000,522792.3076,7501123.325
T135,06 Jun 2024 14:01:46:000,522760.9065,7501126.446
T135,06 Jun 2024 14:02:13:000,522760.9065,7501126.446
T135,06 Jun 2024 14:02:40:000,522760.9065,7501126.446
T135,06 Jun 2024 14:03:06:000,522760.9065,7501126.446
T135,06 Jun 2024 14:03:33:000,522760.9065,7501126.446
T135,06 Jun 2024 14:04:00:000,522760.9065,7501126.446
T135,06 Jun 2024 14:04:26:000,522760.9065,7501126.446
T135,06 Jun 2024 14:04:53:000,522735.2109,7501126.484
T135,06 Jun 2024 14:05:19:000,522700.9771,7501144.983
T135,06 Jun 2024 14:05:45:000,522678.0691,7501098.894
T135,06 Jun 2024 14:06:11:000,522672.3545,7501095.828
T135,06 Jun 2024 14:06:38:000,522672.3545,7501095.828
T135,06 Jun 2024 14:07:04:000,522672.3545,7501095.828
T135,06 Jun 2024 14:07:31:000,522672.3545,7501095.828
T135,06 Jun 2024 14:07:56:000,522672.3545,7501095.828
T135,06 Jun 2024 14:08:21:000,522672.3545,7501095.828
T135,06 Jun 2024 14:08:46:000,522740.9436,7501141.849
T135,06 Jun 2024 14:09:11:000,522852.273,7501129.386
T135,06 Jun 2024 14:09:36:000,523052.0269,7501061.445
T135,06 Jun 2024 14:10:01:000,523166.229,7501061.274
T135,06 Jun 2024 14:10:26:000,523132.129,7501168.943
T135,06 Jun 2024 14:10:51:000,522995.1495,7501212.195
T135,06 Jun 2024 14:11:16:000,522852.4499,7501249.303
T135,06 Jun 2024 14:11:41:000,522781.2987,7501403.148
T135,06 Jun 2024 14:12:06:000,522704.3096,7501470.907
T135,06 Jun 2024 14:12:32:000,522595.8327,7501483.365
T135,06 Jun 2024 14:12:57:000,522478.8749,7501554.255
T135,06 Jun 2024 14:13:22:000,522396.1513,7501606.647
T135,06 Jun 2024 14:13:47:000,522310.5188,7501622.144
