Truck,Timestamp,X,Y
T135,06 Jun 2024 15:00:04:000,528717.0482,7502912.227
T135,06 Jun 2024 15:00:32:000,528717.0482,7502912.227
T135,06 Jun 2024 15:00:59:000,528717.0482,7502912.227
T135,06 Jun 2024 15:01:27:000,528717.0482,7502912.227
T135,06 Jun 2024 15:01:53:000,528668.4836,7502900.018
T135,06 Jun 2024 15:02:21:000,528585.518,7502814.077
T135,06 Jun 2024 15:02:46:000,528579.6084,7502706.47
T135,06 Jun 2024 15:03:13:000,528548.0008,7502598.91
T135,06 Jun 2024 15:03:38:000,528439.481,7502589.886
T135,06 Jun 2024 15:04:04:000,528348.0876,7502577.754
T135,06 Jun 2024 15:04:30:000,528282.3193,7502525.603
T135,06 Jun 2024 15:04:56:000,528202.2357,7502451.954
T135,06 Jun 2024 15:05:24:000,527959.5064,7502437.021
T135,06 Jun 2024 15:05:52:000,527779.5943,7502421.971
T135,06 Jun 2024 15:06:18:000,527736.7592,7502418.973
T135,06 Jun 2024 15:06:45:000,527676.8033,7502422.155
T135,06 Jun 2024 15:07:12:000,527456.9611,7502431.771
T135,06 Jun 2024 15:07:38:000,527165.8115,7502484.557
T135,06 Jun 2024 15:08:04:000,526926.0558,7502537.248
T135,06 Jun 2024 15:08:29:000,526646.292,7502571.555
T135,06 Jun 2024 15:08:54:000,526326.5155,7502584.401
T135,06 Jun 2024 15:09:19:000,526015.2374,7502557.254
T135,06 Jun 2024 15:09:44:000,525803.9122,7502539.159
T135,06 Jun 2024 15:10:09:000,525698.1732,7502483.989
T135,06 Jun 2024 15:10:34:000,525706.4788,7502327.16
T135,06 Jun 2024 15:10:59:000,525760.4222,7502142.582
T135,06 Jun 2024 15:11:24:000,525805.7731,7501942.645
T135,06 Jun 2024 15:11:49:000,525788.191,7501672.091
T135,06 Jun 2024 15:12:14:000,525785.0489,7501499.907
T135,06 Jun 2024 15:12:40:000,525784.8953,7501407.663
T135,06 Jun 2024 15:13:04:000,525956.0321,7501305.909
T135,06 Jun 2024 15:13:29:000,526164.2515,7501185.641
T135,06 Jun 2024 15:13:54:000,526361.1469,7501123.81
T135,06 Jun 2024 15:14:19:000,526420.9825,7501052.988
T135,06 Jun 2024 15:14:44:000,526303.7164,7500930.195
T135,06 Jun 2024 15:15:09:000,526043.6553,7500779.97
T135,06 Jun 2024 15:15:33:000,525772.3433,7500728.152
T135,06 Jun 2024 15:15:58:000,525543.873,7500685.484
T135,06 Jun 2024 15:16:23:000,525252.5646,7500624.465
T135,06 Jun 2024 15:16:48:000,525107.0009,7500649.301
T135,06 Jun 2024 15:17:13:000,525118.6404,7500784.573
T135,06 Jun 2024 15:17:38:000,525104.6047,7500932.187
T135,06 Jun 2024 15:18:03:000,524993.3033,7500960.04
T135,06 Jun 2024 15:18:28:000,524890.6506,7501040.15
T135,06 Jun 2024 15:18:53:000,524742.2225,7501061.912
T135,06 Jun 2024 15:19:18:000,524602.3005,7501046.761
T135,06 Jun 2024 15:19:44:000,524456.659,7501025.468
T135,06 Jun 2024 15:20:10:000,524416.8193,7501108.551
T135,06 Jun 2024 15:20:35:000,524428.2443,7501111.607
T135,06 Jun 2024 15:21:01:000,524388.2977,7501127.044
T135,06 Jun 2024 15:21:26:000,524379.7373,7501130.133
T135,06 Jun 2024 15:21:51:000,524379.7373,7501130.133
T135,06 Jun 2024 15:22:17:000,524399.684,7501105.503
T135,06 Jun 2024 15:22:41:000,524470.9634,7501043.894
T135,06 Jun 2024 15:23:07:000,524619.4601,7501065.182
T135,06 Jun 2024 15:23:32:000,524853.5991,7501080.182
T135,06 Jun 2024 15:23:57:000,525010.4583,7500975.386
T135,06 Jun 2024 15:24:22:000,525153.0952,7500904.435
T135,06 Jun 2024 15:24:48:000,525132.7606,7500689.231
T135,06 Jun 2024 15:25:13:000,525212.62,7500639.905
T135,06 Jun 2024 15:25:38:000,525483.9285,7500691.732
T135,06 Jun 2024 15:26:04:000,525806.6442,7500752.693
T135,06 Jun 2024 15:26:30:000,526117.9528,7500819.817
T135,06 Jun 2024 15:26:56:000,526332.3765,7500994.718
T135,06 Jun 2024 15:27:21:000,526492.4799,7501123.586
T135,06 Jun 2024 15:27:46:000,526760.8931,7501144.648
T135,06 Jun 2024 15:28:11:000,527112.1149,7501171.71
