area Id,x,y,z,heading_circle,from_loc,to_loc
1712077261434,-6193705,-1097910,531421,16199,INT_13,INT_117
1712077261434,-6193111,-1088396,531419,15482,INT_13,INT_117
1712077261434,-6191516,-1074352,531302,14991,INT_13,INT_117
1712077261434,-6189715,-1063214,531291,14612,INT_13,INT_117
1712077261434,-6185733,-1043722,531390,14145,INT_13,INT_117
1712077261434,-6178795,-1015347,531497,13901,INT_13,INT_117
1712077261434,-6172236,-986350,532435,13974,INT_13,INT_117
1712077261434,-6167866,-965159,533743,14309,INT_13,INT_117
1712077261434,-6165410,-952461,534828,14371,INT_13,INT_117
1712077261434,-6161393,-926602,537091,14890,INT_13,INT_117
1712077261434,-6160006,-918007,537883,14769,INT_13,INT_117
1712077261434,-6157903,-901076,539266,15127,INT_13,INT_117
1712077261434,-6155929,-888221,540570,14792,INT_13,INT_117
1712077261434,-6154438,-875337,541931,15361,INT_13,INT_117
1712077261434,-6154102,-871040,542339,15570,INT_13,INT_117
1712077261434,-6153266,-844660,544827,16027,INT_13,INT_117
1712077261434,-6153343,-831211,546003,16645,INT_13,INT_117
1712077261434,-6153722,-809194,548148,16726,INT_13,INT_117
1712077261434,-6154403,-801314,548845,17498,INT_13,INT_117
1712077261434,-6155050,-797601,549115,18183,INT_13,INT_117
1712077261434,-6155920,-793999,549329,18855,INT_13,INT_117
1712077261434,-6157084,-790454,549475,19693,INT_13,INT_117
1712077261434,-6158523,-786926,549599,20423,INT_13,INT_117
1712077261434,-6160290,-783464,549701,21306,INT_13,INT_117
1712077261434,-6162367,-780048,549786,22082,INT_13,INT_117
1712077261434,-6164711,-776726,549824,22793,INT_13,INT_117
1712077261434,-6167366,-773598,549810,23724,INT_13,INT_117
1712077261434,-6170262,-770655,549781,24492,INT_13,INT_117
1712077261434,-6173408,-767871,549760,25211,INT_13,INT_117
1712077261434,-6176752,-765216,549722,25768,INT_13,INT_117
1712077261434,-6184018,-760092,549763,26408,INT_13,INT_117
1712077261434,-6191551,-755284,549895,26926,INT_13,INT_117
1712077261434,-6199368,-750977,549956,27710,INT_13,INT_117
1712077261434,-6207625,-747172,549947,28455,INT_13,INT_117
1712077261434,-6229551,-738280,549646,28616,INT_13,INT_117
1712077261434,-6255916,-727132,549740,28594,INT_13,INT_117
1712077261434,-6277128,-717516,549933,28209,INT_13,INT_117
1712077261434,-6301183,-706266,550055,28119,INT_13,INT_117
1712077261434,-6317352,-698924,550068,28454,INT_13,INT_117
1712077261434,-6341485,-688417,550174,28498,INT_13,INT_117
1712077261434,-6366014,-677937,550074,28524,INT_13,INT_117
1712077261434,-6389888,-667337,550054,28460,INT_13,INT_117
1712077261434,-6405359,-660376,550027,28282,INT_13,INT_117
1712077261434,-6418181,-654025,550016,28000,INT_13,INT_117
1712077261434,-6433405,-645915,550037,27444,INT_13,INT_117
1712077261434,-6455021,-632994,550166,26976,INT_13,INT_117
1712077261434,-6478448,-617354,550400,26594,INT_13,INT_117
1712077261434,-6497021,-604860,550316,26221,INT_13,INT_117
1712077261434,-6500572,-602289,550350,26151,INT_13,INT_117
1701485575382,-7314868,-1943545,590316,-15447,INT_77,GATE_18
1701485575382,-7313773,-1950887,590296,-14395,INT_77,GATE_18
1701485575382,-7306852,-1979754,590579,-14143,INT_77,GATE_18
1701485575382,-7301707,-2005818,590690,-14675,INT_77,GATE_18
1701485575382,-7298621,-2022646,590464,-14610,INT_77,GATE_18
1701485575382,-7296880,-2035047,590126,-15202,INT_77,GATE_18
1701485575382,-7295449,-2049536,589252,-15578,INT_77,GATE_18
1701485575382,-7295079,-2059449,588476,-16241,INT_77,GATE_18
1701485575382,-7295346,-2069028,587591,-16999,INT_77,GATE_18
1701485575382,-7295984,-2075934,586885,-17598,INT_77,GATE_18
1701485575382,-7297061,-2082793,586190,-18306,INT_77,GATE_18
1701485575382,-7298595,-2089588,585537,-18986,INT_77,GATE_18
1701485575382,-7301465,-2098712,584682,-19903,INT_77,GATE_18
1701485575382,-7304878,-2107706,583808,-20483,INT_77,GATE_18
1701485575382,-7309826,-2119002,582755,-20822,INT_77,GATE_18
1701485575382,-7318608,-2137520,580996,-21064,INT_77,GATE_18
1701485575382,-7330683,-2162228,578536,-21197,INT_77,GATE_18
1701485575382,-7336803,-2173896,577319,-21632,INT_77,GATE_18
1701485575382,-7342310,-2182992,576354,-22312,INT_77,GATE_18
1701485575382,-7346818,-2189499,575736,-22966,INT_77,GATE_18
1701485575382,-7354273,-2199394,574696,-23621,INT_77,GATE_18
1701485575382,-7369451,-2217614,572715,-24486,INT_77,GATE_18
1701485575382,-7388576,-2236262,570873,-25143,INT_77,GATE_18
1701485575382,-7395273,-2241367,570324,-26587,INT_77,GATE_18
1701485575382,-7406047,-2247548,569376,-28112,INT_77,GATE_18
1701485575382,-7426043,-2256506,567596,-28500,INT_77,GATE_18
1701485575382,-7453330,-2268572,564671,-27994,INT_77,GATE_18
1701485575382,-7466491,-2275264,563250,-27413,INT_77,GATE_18
1701485575382,-7482514,-2285558,561321,-26414,INT_77,GATE_18
1701485575382,-7487125,-2288863,560693,-26232,INT_77,GATE_18
1701485575382,-7493434,-2293782,559917,-25746,INT_77,GATE_18
1701485575382,-7502863,-2301969,558604,-24918,INT_77,GATE_18
1701485575382,-7509413,-2309376,557517,-23514,INT_77,GATE_18
1701485575382,-7514990,-2317553,556375,-22177,INT_77,GATE_18
1701485575382,-7518213,-2323698,555621,-20952,INT_77,GATE_18
1701485575382,-7521195,-2332107,554761,-19268,INT_77,GATE_18
1701485575382,-7522928,-2340693,554014,-17893,INT_77,GATE_18
1701485575382,-7523212,-2346968,553454,-16253,INT_77,GATE_18
1701485575382,-7522514,-2352834,552940,-14495,INT_77,GATE_18
1701485575382,-7520566,-2358180,552372,-11869,INT_77,GATE_18
1701485575382,-7517360,-2362794,551852,-9129,INT_77,GATE_18
1701485575382,-7513378,-2365987,551345,-5901,INT_77,GATE_18
1701485575382,-7509008,-2367555,550924,-2399,INT_77,GATE_18
1701485575382,-7504681,-2367694,550477,536,INT_77,GATE_18
1701485575382,-7500682,-2366673,550015,3705,INT_77,GATE_18
1701485575382,-7493020,-2362246,549232,5929,INT_77,GATE_18
1701485575382,-7477799,-2352658,547740,5475,INT_77,GATE_18
1701485575382,-7469146,-2347840,547009,5326,INT_77,GATE_18
1701485575382,-7464543,-2345316,546739,5908,INT_77,GATE_18
1701485575382,-7454606,-2339598,545971,4946,INT_77,GATE_18
1701485575382,-7443074,-2333360,544905,5034,INT_77,GATE_18
1712507670805,-6056208,595588,510996,-30616,B4_98_2_VHA_530_04,INT_49
1712507670805,-6082418,591401,510448,-31143,B4_98_2_VHA_530_04,INT_49
1712507670805,-6108654,587587,510042,-31197,B4_98_2_VHA_530_04,INT_49
1712526986979,350918,818662,562428,18899,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,346557,841894,562109,18414,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,342575,859994,561560,18766,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,335904,888156,561077,18771,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,332663,901717,560843,18675,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,330538,911497,560889,18723,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,327251,927391,561051,18215,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,326639,932913,561062,17368,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,327320,942214,561180,15018,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,329491,952368,561219,13783,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,332905,962857,561211,12683,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,337955,973225,561260,11195,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,344230,983342,561002,10267,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,349272,989626,560979,9015,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,354900,995381,560989,8021,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,361071,1000514,561020,6894,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,371078,1006891,561140,5434,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,381713,1011875,561139,4182,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,393004,1015802,561073,3208,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,420602,1023747,560902,3011,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,447820,1031711,560785,3089,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,476409,1040352,560503,2914,INT_76,B4_99_A_0_VCOG_BLP
1712526986979,489148,1043759,560734,2908,INT_76,B4_99_A_0_VCOG_BLP
1712527478731,496491,1014400,561019,-29813,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,480305,1009638,560803,-30302,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,452888,1001990,561046,-30032,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,425532,993571,560864,-29207,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,410009,987891,560818,-29230,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,404812,986359,560899,-29537,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,390522,979648,561174,-27925,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,382084,974552,561147,-26569,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,376835,970422,561179,-25522,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,372663,965076,561128,-22747,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,368794,958949,561099,-21971,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,365932,952099,560944,-19972,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,364019,944358,561012,-18463,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,363053,935977,561094,-17251,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,362890,922880,561140,-16221,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,363691,914080,561079,-15167,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,366725,897131,561167,-14288,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,371440,877059,561520,-14031,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,374318,865656,561750,-13909,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,380653,843361,562134,-13651,B4_99_A_0_VCOG_BLP,INT_76
1712527478731,383877,831201,562089,-13115,B4_99_A_0_VCOG_BLP,INT_76
1713227070004,2746297,-413494,541078,-25613,INT_38,INT_26
1713227070004,2737031,-419917,540048,-26417,INT_38,INT_26
1713227070004,2731429,-424214,539523,-25839,INT_38,INT_26
1713227070004,2725336,-429449,539066,-25076,INT_38,INT_26
1713227070004,2710968,-443837,537828,-24410,INT_38,INT_26
1713227070004,2703237,-452432,537299,-23755,INT_38,INT_26
1713227070004,2696342,-461324,536901,-22925,INT_38,INT_26
1713227070004,2692601,-466912,536684,-22142,INT_38,INT_26
1713227070004,2689274,-472731,536549,-21507,INT_38,INT_26
1713227070004,2686456,-478811,536414,-20551,INT_38,INT_26
1713227070004,2684163,-484984,536250,-19853,INT_38,INT_26
1713227070004,2681819,-493310,536002,-18953,INT_38,INT_26
1713227070004,2680000,-503677,535753,-17973,INT_38,INT_26
1713227070004,2679112,-511901,535515,-17213,INT_38,INT_26
1713227070004,2678888,-520051,535358,-16343,INT_38,INT_26
1713227070004,2679647,-536294,535085,-15723,INT_38,INT_26
1713227070004,2680897,-552686,534936,-16079,INT_38,INT_26
1713227070004,2682603,-572169,534975,-15224,INT_38,INT_26
1713227070004,2684258,-583122,535063,-14412,INT_38,INT_26
1713227070004,2686507,-592766,535255,-13634,INT_38,INT_26
1713227070004,2689610,-603440,535387,-13619,INT_38,INT_26
1711694943067,-1750315,253370,542773,-21415,INT_110,GATE_87
1711694943067,-1752754,246966,542895,-19827,INT_110,GATE_87
1711694943067,-1755202,238955,542940,-19038,INT_110,GATE_87
1711694943067,-1756624,231715,542847,-18180,INT_110,GATE_87
1711694943067,-1757572,224355,542911,-17437,INT_110,GATE_87
1711694943067,-1757719,219110,542909,-16419,INT_110,GATE_87
1711694943067,-1757305,213513,542936,-15305,INT_110,GATE_87
1711694943067,-1756236,207610,542964,-14259,INT_110,GATE_87
1711694943067,-1754875,203628,543062,-13135,INT_110,GATE_87
1711694943067,-1751746,195284,543046,-11960,INT_110,GATE_87
1711694943067,-1747643,188768,542945,-9962,INT_110,GATE_87
1711694943067,-1744110,184711,542815,-8460,INT_110,GATE_87
1711694943067,-1739869,181194,542602,-6834,INT_110,GATE_87
1711694943067,-1734930,178520,542435,-4552,INT_110,GATE_87
1711694943067,-1729328,177137,542222,-1896,INT_110,GATE_87
1711694943067,-1723355,176877,541970,-66,INT_110,GATE_87
1711694943067,-1700231,179792,541174,833,INT_110,GATE_87
1711694943067,-1686527,179551,540441,-671,INT_110,GATE_87
1711694943067,-1673314,176757,539815,-2412,INT_110,GATE_87
1711694943067,-1658826,172144,539023,-3152,INT_110,GATE_87
1711694943067,-1645596,168180,537745,-2798,INT_110,GATE_87
1711694943067,-1636486,165925,536812,-2218,INT_110,GATE_87
1711694943067,-1610422,159994,534132,-2287,INT_110,GATE_87
1711694943067,-1584643,154276,531624,-2337,INT_110,GATE_87
1711694943067,-1557985,148540,528695,-2123,INT_110,GATE_87
1711694943067,-1539299,144715,526805,-2258,INT_110,GATE_87
1711694943067,-1513020,138487,524264,-2457,INT_110,GATE_87
1711694943067,-1498032,135285,522727,-2208,INT_110,GATE_87
1711694943067,-1487241,132807,521757,-2098,INT_110,GATE_87
1711694943067,-1469322,129437,519926,-1780,INT_110,GATE_87
1711694943067,-1450343,126486,517983,-1432,INT_110,GATE_87
1711694943067,-1444190,125455,517483,-2049,INT_110,GATE_87
1711694943067,-1433838,124184,516431,-792,INT_110,GATE_87
1711694943067,-1416109,122401,514700,-1345,INT_110,GATE_87
1711694943067,-1408533,121993,513808,-1381,INT_110,GATE_87
1711694943067,-1389839,119106,512463,-2069,INT_110,GATE_87
1711694943067,-1377290,115681,511569,-3282,INT_110,GATE_87
1711694943067,-1363155,110112,510441,-4382,INT_110,GATE_87
1711694943067,-1349485,103568,509302,-4933,INT_110,GATE_87
1711694943067,-1336652,96366,508087,-5796,INT_110,GATE_87
1711694943067,-1327990,90388,507213,-6877,INT_110,GATE_87
1711694943067,-1312622,76521,505121,-8046,INT_110,GATE_87
1711694943067,-1308140,71787,504588,-8329,INT_110,GATE_87
1711694943067,-1295703,57483,502890,-9111,INT_110,GATE_87
1711694943067,-1289325,49974,502073,-8971,INT_110,GATE_87
1711694943067,-1279917,38292,501286,-8969,INT_110,GATE_87
1711694943067,-1270510,26611,500500,-8968,INT_110,GATE_87
1711694943067,-1262960,18889,500451,-7757,INT_110,GATE_87
1711694943067,-1257289,14331,500401,-6757,INT_110,GATE_87
1711694943067,-1253255,11008,500311,-5898,INT_110,GATE_87
1711694943067,-1247386,7853,500350,-4922,INT_110,GATE_87
1711694943067,-1244300,6497,500369,-4319,INT_110,GATE_87
1711694943067,-1237827,4455,500330,-2948,INT_110,GATE_87
1711694943067,-1230924,2998,500329,-1968,INT_110,GATE_87
1711694943067,-1216349,705,500316,-1591,INT_110,GATE_87
1711694943067,-1188812,-2961,500064,-1338,INT_110,GATE_87
1711694943067,-1172496,-4771,499999,-987,INT_110,GATE_87
1711694943067,-1151794,-6275,500205,-582,INT_110,GATE_87
1711694943067,-1135133,-6757,500247,-185,INT_110,GATE_87
1711694943067,-1114715,-6878,500188,-145,INT_110,GATE_87
1711694943067,-1106579,-7203,500174,-523,INT_110,GATE_87
1711694943067,-1098503,-7945,500171,-1100,INT_110,GATE_87
1711694943067,-1090522,-9189,500205,-1805,INT_110,GATE_87
1711694943067,-1082696,-11055,500173,-2629,INT_110,GATE_87
1711694943067,-1074939,-13320,500017,-3107,INT_110,GATE_87
1711694943067,-1067303,-16039,499805,-3751,INT_110,GATE_87
1711694943067,-1059891,-19279,499634,-4446,INT_110,GATE_87
1711694943067,-1052866,-23094,499651,-5390,INT_110,GATE_87
1711694943067,-1046514,-27261,499711,-6278,INT_110,GATE_87
1711694943067,-1039595,-32593,499704,-6938,INT_110,GATE_87
1711694943067,-1030216,-39996,499713,-7593,INT_110,GATE_87
1711694943067,-1015701,-54532,499950,-8452,INT_110,GATE_87
1711694943067,-1003066,-68668,500046,-9071,INT_110,GATE_87
1711694943067,-988586,-87204,500112,-9731,INT_110,GATE_87
1711694943067,-977330,-103643,500100,-10346,INT_110,GATE_87
1711694943067,-969254,-117231,500215,-11092,INT_110,GATE_87
1711694943067,-961997,-131433,500323,-11768,INT_110,GATE_87
1711694943067,-956205,-145569,500409,-12764,INT_110,GATE_87
1711694943067,-953215,-156346,500319,-13949,INT_110,GATE_87
1711694943067,-951430,-167633,500290,-15193,INT_110,GATE_87
1711694943067,-949832,-193644,500397,-15383,INT_110,GATE_87
1711694943067,-947802,-206311,500583,-14280,INT_110,GATE_87
1711694943067,-945414,-214460,500547,-12712,INT_110,GATE_87
1711694943067,-941889,-222443,500399,-11585,INT_110,GATE_87
1711694943067,-936528,-232328,500483,-11325,INT_110,GATE_87
1711694943067,-929004,-243067,500681,-9326,INT_110,GATE_87
1711694943067,-917291,-256359,501117,-8626,INT_110,GATE_87
1713488094912,-6176843,691575,510866,0,INT_19,TYRE_BAY2
1713488094912,-6177547,691575,510879,0,INT_19,TYRE_BAY2
1713488094912,-6179662,691608,510927,0,INT_19,TYRE_BAY2
1713488094912,-6181756,691645,510980,0,INT_19,TYRE_BAY2
1713488094912,-6183422,691653,511031,0,INT_19,TYRE_BAY2
1713488094912,-6185130,691667,511089,0,INT_19,TYRE_BAY2
1713488094912,-6187007,691694,511154,0,INT_19,TYRE_BAY2
1713488094912,-6189072,691727,511231,0,INT_19,TYRE_BAY2
1713488094912,-6191876,691774,511387,0,INT_19,TYRE_BAY2
1713488094912,-6196821,691861,511683,0,INT_19,TYRE_BAY2
1713488094912,-6204951,691995,512341,0,INT_19,TYRE_BAY2
1713488094912,-6214396,692115,513279,0,INT_19,TYRE_BAY2
1713488094912,-6223645,692077,514215,0,INT_19,TYRE_BAY2
1713488094912,-6236141,691716,515324,0,INT_19,TYRE_BAY2
1713488094912,-6253017,690994,516743,0,INT_19,TYRE_BAY2
1713488094912,-6269058,690210,518033,0,INT_19,TYRE_BAY2
1713488094912,-6281248,689667,518613,0,INT_19,TYRE_BAY2
1713488094912,-6292156,689265,518684,0,INT_19,TYRE_BAY2
1713488094912,-6304587,688678,518750,0,INT_19,TYRE_BAY2
1713488094912,-6316235,688056,518798,0,INT_19,TYRE_BAY2
1713488094912,-6328076,687579,518771,0,INT_19,TYRE_BAY2
1713488094912,-6342152,686961,518941,0,INT_19,TYRE_BAY2
1713488094912,-6358622,686124,519327,0,INT_19,TYRE_BAY2
1713488094912,-6374756,685188,519510,0,INT_19,TYRE_BAY2
1713488094912,-6389301,684064,519503,0,INT_19,TYRE_BAY2
1713488094912,-6404635,682787,519551,0,INT_19,TYRE_BAY2
1713488094912,-6417229,681818,519443,0,INT_19,TYRE_BAY2
1713488094912,-6432885,680895,519572,0,INT_19,TYRE_BAY2
1713488094912,-6454286,679651,519894,0,INT_19,TYRE_BAY2
1713488094912,-6473327,678620,519996,0,INT_19,TYRE_BAY2
1713488094912,-6486374,678105,520048,0,INT_19,TYRE_BAY2
1713488094912,-6494637,677938,520064,0,INT_19,TYRE_BAY2
1713488094912,-6500604,677942,520086,0,INT_19,TYRE_BAY2
1713488094912,-6505354,678078,520108,0,INT_19,TYRE_BAY2
1713488094912,-6510025,678340,520115,0,INT_19,TYRE_BAY2
1713488094912,-6514637,678725,520101,0,INT_19,TYRE_BAY2
1713488094912,-6519238,679240,520132,0,INT_19,TYRE_BAY2
1713488094912,-6522631,679702,520219,0,INT_19,TYRE_BAY2
1713488094912,-6524907,680083,520258,0,INT_19,TYRE_BAY2
1713488094912,-6527051,680481,520288,0,INT_19,TYRE_BAY2
1713488094912,-6529287,680937,520318,0,INT_19,TYRE_BAY2
1713488094912,-6532443,681666,520377,0,INT_19,TYRE_BAY2
1713488094912,-6535613,682449,520441,0,INT_19,TYRE_BAY2
1713488094912,-6537752,683050,520446,0,INT_19,TYRE_BAY2
1713488094912,-6539793,683668,520438,0,INT_19,TYRE_BAY2
1713488094912,-6541907,684357,520431,0,INT_19,TYRE_BAY2
1713488094912,-6543899,685056,520445,0,INT_19,TYRE_BAY2
1713488094912,-6545907,685803,520459,0,INT_19,TYRE_BAY2
1713488094912,-6547859,686578,520443,0,INT_19,TYRE_BAY2
1713488094912,-6550728,687797,520426,0,INT_19,TYRE_BAY2
1713488094912,-6554485,689502,520424,0,INT_19,TYRE_BAY2
1713488094912,-6557274,690859,520424,0,INT_19,TYRE_BAY2
1713488094912,-6559050,691777,520412,0,INT_19,TYRE_BAY2
1713488094912,-6560919,692788,520401,0,INT_19,TYRE_BAY2
1713488094912,-6562670,693784,520396,0,INT_19,TYRE_BAY2
1713488094912,-6564513,694887,520391,0,INT_19,TYRE_BAY2
1713488094912,-6566260,696001,520394,0,INT_19,TYRE_BAY2
1713488094912,-6568009,697181,520398,0,INT_19,TYRE_BAY2
1713488094912,-6569716,698409,520398,0,INT_19,TYRE_BAY2
1713488094912,-6571359,699659,520398,0,INT_19,TYRE_BAY2
1713488094912,-6572973,700955,520392,0,INT_19,TYRE_BAY2
1713488094912,-6574552,702291,520387,0,INT_19,TYRE_BAY2
1713488094912,-6576089,703660,520389,0,INT_19,TYRE_BAY2
1713488094912,-6577573,705045,520391,0,INT_19,TYRE_BAY2
1713488094912,-6579071,706522,520347,0,INT_19,TYRE_BAY2
1713488094912,-6580440,707936,520303,0,INT_19,TYRE_BAY2
1713488094912,-6581877,709492,520243,0,INT_19,TYRE_BAY2
1713488094912,-6583194,710985,520184,0,INT_19,TYRE_BAY2
1713488094912,-6584561,712611,520160,0,INT_19,TYRE_BAY2
1713488094912,-6585784,714131,520136,0,INT_19,TYRE_BAY2
1713488094912,-6587084,715823,520127,0,INT_19,TYRE_BAY2
1713488094912,-6588241,717409,520119,0,INT_19,TYRE_BAY2
1713488094912,-6589413,719076,520149,0,INT_19,TYRE_BAY2
1713488094912,-6590586,720858,520180,0,INT_19,TYRE_BAY2
1713488094912,-6591625,722542,520204,0,INT_19,TYRE_BAY2
1713488094912,-6592666,724365,520229,0,INT_19,TYRE_BAY2
1713488094912,-6593561,726038,520249,0,INT_19,TYRE_BAY2
1713488094912,-6594494,727931,520270,0,INT_19,TYRE_BAY2
1713488094912,-6595235,729536,520301,0,INT_19,TYRE_BAY2
1713488094912,-6596064,731477,520332,0,INT_19,TYRE_BAY2
1713488094912,-6596693,733073,520359,0,INT_19,TYRE_BAY2
1713488094912,-6597394,735031,520387,0,INT_19,TYRE_BAY2
1713488094912,-6597921,736655,520423,0,INT_19,TYRE_BAY2
1713488094912,-6598498,738653,520460,0,INT_19,TYRE_BAY2
1713488094912,-6598910,740314,520449,0,INT_19,TYRE_BAY2
1713488094912,-6599328,742250,520438,0,INT_19,TYRE_BAY2
1713488094912,-6599631,743910,520456,0,INT_19,TYRE_BAY2
1713488094912,-6599920,745788,520474,0,INT_19,TYRE_BAY2
1713488094912,-6600125,747415,520508,0,INT_19,TYRE_BAY2
1713488094912,-6600311,749223,520543,0,INT_19,TYRE_BAY2
1713488094912,-6600433,750903,520538,0,INT_19,TYRE_BAY2
1713488094912,-6600514,752634,520534,0,INT_19,TYRE_BAY2
1713488094912,-6600552,754235,520586,0,INT_19,TYRE_BAY2
1713488094912,-6600543,755987,520638,0,INT_19,TYRE_BAY2
1713488094912,-6600480,757580,520642,0,INT_19,TYRE_BAY2
1713488094912,-6600357,759287,520647,0,INT_19,TYRE_BAY2
1713488094912,-6600189,760840,520681,0,INT_19,TYRE_BAY2
1713488094912,-6599955,762475,520715,0,INT_19,TYRE_BAY2
1713488094912,-6599651,764089,520733,0,INT_19,TYRE_BAY2
1713488094912,-6599325,765534,520752,0,INT_19,TYRE_BAY2
1713488094912,-6598927,767058,520763,0,INT_19,TYRE_BAY2
1713488094912,-6598507,768468,520774,0,INT_19,TYRE_BAY2
1713488094912,-6598031,769883,520791,0,INT_19,TYRE_BAY2
1713488094912,-6597535,771207,520809,0,INT_19,TYRE_BAY2
1713488094912,-6596962,772587,520822,0,INT_19,TYRE_BAY2
1713488094912,-6596428,773758,520836,0,INT_19,TYRE_BAY2
1713488094912,-6595767,775086,520833,0,INT_19,TYRE_BAY2
1713488094912,-6595215,776119,520830,0,INT_19,TYRE_BAY2
1713488094912,-6594537,777320,520834,0,INT_19,TYRE_BAY2
1713488094912,-6593642,778796,520854,0,INT_19,TYRE_BAY2
1713488094912,-6592408,780748,520893,0,INT_19,TYRE_BAY2
1713488094912,-6591166,782601,520928,0,INT_19,TYRE_BAY2
1713488094912,-6589884,784396,520934,0,INT_19,TYRE_BAY2
1713488094912,-6588614,786065,520929,0,INT_19,TYRE_BAY2
1713488094912,-6587084,787961,520927,0,INT_19,TYRE_BAY2
1713488094912,-6585025,790382,520927,0,INT_19,TYRE_BAY2
1713488094912,-6582508,793162,520911,0,INT_19,TYRE_BAY2
1713488094912,-6579262,796503,520863,0,INT_19,TYRE_BAY2
1713488094912,-6575639,800045,520832,0,INT_19,TYRE_BAY2
1713488094912,-6573097,802419,520807,0,INT_19,TYRE_BAY2
1713488094912,-6572343,803099,520786,0,INT_19,TYRE_BAY2
1713488098569,-6572479,803526,520777,0,TYRE_BAY2,INT_19
1713488098569,-6571998,803981,520774,0,TYRE_BAY2,INT_19
1713488098569,-6570592,805296,520763,0,TYRE_BAY2,INT_19
1713488098569,-6568782,806964,520741,0,TYRE_BAY2,INT_19
1713488098569,-6566224,809274,520725,0,TYRE_BAY2,INT_19
1713488098569,-6562195,812787,520696,0,TYRE_BAY2,INT_19
1713488098569,-6557071,817046,520628,0,TYRE_BAY2,INT_19
1713488098569,-6552082,821004,520548,0,TYRE_BAY2,INT_19
1713488098569,-6548838,823459,520510,0,TYRE_BAY2,INT_19
1713488098569,-6547358,824518,520509,0,TYRE_BAY2,INT_19
1713488098569,-6546160,825312,520516,0,TYRE_BAY2,INT_19
1713488098569,-6545171,825932,520523,0,TYRE_BAY2,INT_19
1713488098569,-6543960,826659,520510,0,TYRE_BAY2,INT_19
1713488098569,-6542902,827260,520498,0,TYRE_BAY2,INT_19
1713488098569,-6541702,827916,520491,0,TYRE_BAY2,INT_19
1713488098569,-6540530,828524,520485,0,TYRE_BAY2,INT_19
1713488098569,-6539251,829146,520480,0,TYRE_BAY2,INT_19
1713488098569,-6537993,829714,520475,0,TYRE_BAY2,INT_19
1713488098569,-6536634,830276,520466,0,TYRE_BAY2,INT_19
1713488098569,-6535283,830780,520458,0,TYRE_BAY2,INT_19
1713488098569,-6533984,831225,520428,0,TYRE_BAY2,INT_19
1713488098569,-6532462,831689,520399,0,TYRE_BAY2,INT_19
1713488098569,-6531016,832063,520369,0,TYRE_BAY2,INT_19
1713488098569,-6529465,832405,520339,0,TYRE_BAY2,INT_19
1713488098569,-6528021,832673,520337,0,TYRE_BAY2,INT_19
1713488098569,-6526395,832916,520335,0,TYRE_BAY2,INT_19
1713488098569,-6524918,833086,520324,0,TYRE_BAY2,INT_19
1713488098569,-6523241,833226,520313,0,TYRE_BAY2,INT_19
1713488098569,-6521695,833304,520317,0,TYRE_BAY2,INT_19
1713488098569,-6519958,833337,520321,0,TYRE_BAY2,INT_19
1713488098569,-6518310,833313,520311,0,TYRE_BAY2,INT_19
1713488098569,-6516500,833223,520302,0,TYRE_BAY2,INT_19
1713488098569,-6514810,833087,520293,0,TYRE_BAY2,INT_19
1713488098569,-6512908,832869,520284,0,TYRE_BAY2,INT_19
1713488098569,-6511156,832607,520267,0,TYRE_BAY2,INT_19
