area Id,x,y,z,heading_circle,from_loc,to_loc
1669297622486,-2302726,97266,570176,32658,INT_98,GATE_36
1683691436551,-2204643,-1330600,533528,-31651,INT_90,INT_100
1683691436551,-2218709,-1331649,533497,-32010,INT_90,INT_100
1683691436551,-2233102,-1332596,533287,-32187,INT_90,INT_100
1683691436551,-2258916,-1335343,531963,-31638,INT_90,INT_100
1683691436551,-2268534,-1336346,531681,-31544,INT_90,INT_100
1683777643389,-5403965,-944043,530597,21606,INT_60,B4_99_A_0_FINGER23
1683777643389,-5417514,-918471,530576,21516,INT_60,B4_99_A_0_FINGER23
1683777643389,-5426926,-900621,530598,21319,INT_60,B4_99_A_0_FINGER23
1683777643389,-5430322,-893428,530614,20764,INT_60,B4_99_A_0_FINGER23
1683777643389,-5433244,-885910,530631,19982,INT_60,B4_99_A_0_FINGER23
1683777643389,-5434985,-880693,530578,19691,INT_60,B4_99_A_0_FINGER23
1683777643389,-5436338,-875254,530552,18739,INT_60,B4_99_A_0_FINGER23
1683777643389,-5437174,-869647,530542,17623,INT_60,B4_99_A_0_FINGER23
1683777643389,-5437381,-863939,530541,16478,INT_60,B4_99_A_0_FINGER23
1683777643389,-5436915,-858258,530521,15185,INT_60,B4_99_A_0_FINGER23
1683777643389,-5436424,-855372,530506,14626,INT_60,B4_99_A_0_FINGER23
1683777643389,-5435700,-852569,530502,13747,INT_60,B4_99_A_0_FINGER23
1683777643389,-5433700,-847167,530443,12397,INT_60,B4_99_A_0_FINGER23
1683777643389,-5430960,-842154,530421,10799,INT_60,B4_99_A_0_FINGER23
1683777643389,-5427736,-837708,530471,9550,INT_60,B4_99_A_0_FINGER23
1683777643389,-5419264,-828138,530636,8815,INT_60,B4_99_A_0_FINGER23
1683777643389,-5404931,-812740,530541,8288,INT_60,B4_99_A_0_FINGER23
1683777643389,-5388710,-796728,530502,7780,INT_60,B4_99_A_0_FINGER23
1683777884156,-5362819,-825075,530445,-25101,B4_99_A_0_FINGER23,INT_60
1683777884156,-5373653,-835443,530479,-25184,B4_99_A_0_FINGER23,INT_60
1683777884156,-5390951,-851139,530647,-24895,B4_99_A_0_FINGER23,INT_60
1683777884156,-5393769,-854425,530637,-23372,B4_99_A_0_FINGER23,INT_60
1683777884156,-5396174,-858119,530599,-22179,B4_99_A_0_FINGER23,INT_60
1683777884156,-5397199,-860041,530581,-21495,B4_99_A_0_FINGER23,INT_60
1683777884156,-5398794,-864125,530516,-20036,B4_99_A_0_FINGER23,INT_60
1683777884156,-5399940,-868515,530463,-18714,B4_99_A_0_FINGER23,INT_60
1683777884156,-5400552,-873119,530373,-17392,B4_99_A_0_FINGER23,INT_60
1683777884156,-5400604,-877825,530345,-16233,B4_99_A_0_FINGER23,INT_60
1683777884156,-5400061,-882484,530366,-14851,B4_99_A_0_FINGER23,INT_60
1683777884156,-5398449,-889335,530432,-13605,B4_99_A_0_FINGER23,INT_60
1683777884156,-5395346,-898357,530466,-12646,B4_99_A_0_FINGER23,INT_60
1683777884156,-5393416,-902793,530459,-11850,B4_99_A_0_FINGER23,INT_60
1683777884156,-5388787,-911231,530479,-10984,B4_99_A_0_FINGER23,INT_60
1683777884156,-5379936,-926138,530567,-10552,B4_99_A_0_FINGER23,INT_60
1683777884156,-5374971,-933693,530533,-10404,B4_99_A_0_FINGER23,INT_60
1681614101071,-5041153,-1483678,517268,-10196,INT_142,INT_161
1681614101071,-5037533,-1488746,517358,-9562,INT_142,INT_161
1681614101071,-5028845,-1499643,517493,-8880,INT_142,INT_161
1681614101071,-5019494,-1509668,517413,-9047,INT_142,INT_161
1681614101071,-5006583,-1526357,517238,-9952,INT_142,INT_161
1681614101071,-4999602,-1537161,516749,-10821,INT_142,INT_161
1681614101071,-4992844,-1549590,516243,-11319,INT_142,INT_161
1681614101071,-4988483,-1559967,515967,-12630,INT_142,INT_161
1681614101071,-4983898,-1575078,515695,-13656,INT_142,INT_161
1681614101071,-4977330,-1602302,515276,-14148,INT_142,INT_161
1681614101071,-4971349,-1628876,514385,-14064,INT_142,INT_161
1681614101071,-4967022,-1647812,513766,-14249,INT_142,INT_161
1681614101071,-4965445,-1659721,513456,-15411,INT_142,INT_161
1681614101071,-4965488,-1672149,513190,-16881,INT_142,INT_161
1681614101071,-4967194,-1684717,513033,-18194,INT_142,INT_161
1681614101071,-4970099,-1696904,512944,-19143,INT_142,INT_161
1681614101071,-4975994,-1716229,512295,-19738,INT_142,INT_161
1681614101071,-4982743,-1735016,511604,-20282,INT_142,INT_161
1681614101071,-4987742,-1745997,511343,-21173,INT_142,INT_161
1681614101071,-4993956,-1756142,511295,-22639,INT_142,INT_161
1681614101071,-5001144,-1765117,511300,-23794,INT_142,INT_161
1681614101071,-5009160,-1773332,511292,-24775,INT_142,INT_161
1681614101071,-5018072,-1780674,511232,-25989,INT_142,INT_161
1681614101071,-5027759,-1787060,511120,-27066,INT_142,INT_161
1681614101071,-5041412,-1794198,511163,-28150,INT_142,INT_161
1681614101071,-5059029,-1801289,511120,-29111,INT_142,INT_161
1681614101071,-5073465,-1806014,510756,-29768,INT_142,INT_161
1681614101071,-5088566,-1809680,510226,-30610,INT_142,INT_161
1681614101071,-5100175,-1811435,510008,-31447,INT_142,INT_161
1681614101071,-5111656,-1812251,509879,-32286,INT_142,INT_161
1681614101071,-5126713,-1811899,509830,32207,INT_142,INT_161
1681614101071,-5146054,-1810135,509308,31470,INT_142,INT_161
1681614101071,-5157275,-1808093,509024,30548,INT_142,INT_161
1681614101071,-5172384,-1803944,508187,29631,INT_142,INT_161
1681614101071,-5198715,-1794838,506044,29052,INT_142,INT_161
1681614101071,-5224201,-1785844,503399,29377,INT_142,INT_161
1681614101071,-5238629,-1781676,501858,30159,INT_142,INT_161
1681614101071,-5253902,-1778289,499893,30781,INT_142,INT_161
1681614101071,-5265606,-1776423,498453,31380,INT_142,INT_161
1681614101071,-5277207,-1775736,497043,32617,INT_142,INT_161
1681614101071,-5288929,-1776571,495627,-31590,INT_142,INT_161
1681614101071,-5308287,-1780266,493285,-30549,INT_142,INT_161
1681614101071,-5327343,-1785408,491265,-29733,INT_142,INT_161
1681614101071,-5349752,-1791562,489187,-30111,INT_142,INT_161
1681614101071,-5377505,-1798022,487386,-30561,INT_142,INT_161
1681614101071,-5397406,-1801781,485500,-31260,INT_142,INT_161
1681614101071,-5407913,-1802227,484635,32659,INT_142,INT_161
1681614101071,-5418548,-1801113,483806,31166,INT_142,INT_161
1681614101071,-5429132,-1798709,482909,30063,INT_142,INT_161
1681614101071,-5442750,-1794124,481720,29011,INT_142,INT_161
1681614101071,-5469391,-1783700,479396,28885,INT_142,INT_161
1681614101071,-5487189,-1776497,477404,28395,INT_142,INT_161
1681614101071,-5502695,-1769062,475578,27723,INT_142,INT_161
1681614101071,-5515166,-1761702,474222,26785,INT_142,INT_161
1681614101071,-5534972,-1748920,472204,26521,INT_142,INT_161
1681614101071,-5546841,-1740242,471304,26637,INT_142,INT_161
1681614101071,-5561182,-1731628,470736,27809,INT_142,INT_161
1681614101071,-5572982,-1725873,470681,28733,INT_142,INT_161
1682324047880,-3338156,399339,538271,16301,INT_104,INT_107
1682324047880,-3338216,409438,538217,16573,INT_104,INT_107
1682324047880,-3339035,428772,538332,16451,INT_104,INT_107
1682324047880,-3339043,456692,538376,16483,INT_104,INT_107
1682324047880,-3339733,473363,538378,17241,INT_104,INT_107
1682324047880,-3340931,482385,538365,18086,INT_104,INT_107
1682324047880,-3344266,494897,538339,19470,INT_104,INT_107
1682324047880,-3350110,510871,538586,20377,INT_104,INT_107
1682324047880,-3360996,537028,538748,20475,INT_104,INT_107
1682324047880,-3371709,563249,539280,20277,INT_104,INT_107
1682324047880,-3381888,589471,539590,20421,INT_104,INT_107
1682324047880,-3392317,615702,540177,20260,INT_104,INT_107
1682324047880,-3403056,641626,540319,20327,INT_104,INT_107
1682324047880,-3414209,668099,540198,20569,INT_104,INT_107
1682324047880,-3425474,695657,540161,20297,INT_104,INT_107
1682324047880,-3431998,711547,540017,20787,INT_104,INT_107
1682324047880,-3440014,725842,539732,22195,INT_104,INT_107
1682324047880,-3444487,731634,539583,23982,INT_104,INT_107
1682324047880,-3448943,735764,539507,25957,INT_104,INT_107
1682324047880,-3451460,737203,539322,26783,INT_104,INT_107
1682324047880,-3454838,738929,539324,27840,INT_104,INT_107
1682324047880,-3458450,740229,539339,29164,INT_104,INT_107
1682324047880,-3462207,741092,539405,30412,INT_104,INT_107
1682324047880,-3466129,741556,539573,31539,INT_104,INT_107
1682324047880,-3470223,741630,539693,32579,INT_104,INT_107
1682324047880,-3478833,740879,539794,-31644,INT_104,INT_107
1682324047880,-3487762,739393,539773,-30925,INT_104,INT_107
1682324047880,-3505448,735356,539509,-30340,INT_104,INT_107
1682324047880,-3517610,731949,539098,-29741,INT_104,INT_107
1682324047880,-3531486,727132,538117,-29216,INT_104,INT_107
1682324047880,-3550456,720096,536439,-29011,INT_104,INT_107
1682324047880,-3571391,711353,534940,-28789,INT_104,INT_107
1682324047880,-3598325,700975,532685,-29138,INT_104,INT_107
1682324047880,-3623200,692352,530162,-29437,INT_104,INT_107
1682324047880,-3649875,684101,527424,-29958,INT_104,INT_107
1682324047880,-3678214,675923,524428,-29888,INT_104,INT_107
1682324047880,-3703088,669212,522194,-30200,INT_104,INT_107
1682324047880,-3731048,662204,520241,-29982,INT_104,INT_107
1682324047880,-3745045,658752,519496,-30036,INT_104,INT_107
1682324047880,-3770410,652867,518877,-30452,INT_104,INT_107
1682324047880,-3773935,652031,518825,-30446,INT_104,INT_107
1682324104800,-3804412,644364,519136,-29905,INT_107,INT_52
1682324104800,-3825993,638823,519558,-29879,INT_107,INT_52
1682324104800,-3837095,636057,519852,-30265,INT_107,INT_52
1682324104800,-3865554,627852,520988,-29918,INT_107,INT_52
1682324104800,-3893746,619999,522292,-30060,INT_107,INT_52
1682324104800,-3920991,613288,523287,-30194,INT_107,INT_52
1682324104800,-3933316,610495,523685,-30939,INT_107,INT_52
1682324104800,-3961879,605445,524743,-30680,INT_107,INT_52
1682324104800,-3990338,599635,525384,-30514,INT_107,INT_52
1682324104800,-4018332,593824,525448,-30682,INT_107,INT_52
1682324104800,-4045784,587679,525388,-30608,INT_107,INT_52
1682324104800,-4072761,581860,525664,-30286,INT_107,INT_52
1682324104800,-4086129,578908,525627,-30605,INT_107,INT_52
1682324104800,-4109512,573673,525099,-30650,INT_107,INT_52
1682324104800,-4137713,567788,524740,-30741,INT_107,INT_52
1682324104800,-4141117,567092,524735,-30610,INT_107,INT_52
1682325402162,-4142488,596562,524859,2357,INT_52,INT_107
1682325402162,-4131679,598846,524880,1940,INT_52,INT_107
1682325402162,-4103591,603579,525327,2222,INT_52,INT_107
1682325402162,-4076562,608814,525542,2028,INT_52,INT_107
1682325402162,-4047800,614811,525664,2074,INT_52,INT_107
1682325402162,-4020668,620454,525549,2022,INT_52,INT_107
1682325402162,-3993346,625949,525569,2075,INT_52,INT_107
1682325402162,-3966662,631463,525220,2207,INT_52,INT_107
1682325402162,-3938659,637403,523950,2333,INT_52,INT_107
1682325402162,-3910183,644132,522894,2511,INT_52,INT_107
1682325402162,-3881783,651196,521589,2762,INT_52,INT_107
1682325402162,-3853712,659541,520209,2940,INT_52,INT_107
1682325402162,-3838956,663160,519692,2069,INT_52,INT_107
1682325402162,-3812048,669546,519125,2190,INT_52,INT_107
1684846125572,-2525688,535413,540716,2075,INT_432,INT_131
1684846125572,-2510872,538763,540919,2402,INT_432,INT_131
1684846125572,-2494582,542560,540998,2269,INT_432,INT_131
1684846125572,-2466088,548444,540815,2129,INT_432,INT_131
1684846125572,-2438352,554645,541133,2241,INT_432,INT_131
1684846125572,-2424442,557661,541317,2282,INT_432,INT_131
1684847733573,-3187256,410579,538192,714,INT_75,INT_432
1684847733573,-3170208,411888,538104,630,INT_75,INT_432
1684847733573,-3154461,412816,538132,775,INT_75,INT_432
1684847733573,-3128863,415044,537853,889,INT_75,INT_432
1684847733573,-3102627,417522,537289,1047,INT_75,INT_432
1684847733573,-3080365,419945,537064,1206,INT_75,INT_432
1684847733573,-3052078,423574,537006,1322,INT_75,INT_432
1684847733573,-3023816,427769,536898,1651,INT_75,INT_432
1684847733573,-3006966,430600,536831,1843,INT_75,INT_432
1684847733573,-2979015,436068,536791,2027,INT_75,INT_432
1684847733573,-2951978,441748,536634,2274,INT_75,INT_432
1684847733573,-2925259,447707,536523,2378,INT_75,INT_432
1684847733573,-2898825,453796,536552,2370,INT_75,INT_432
1684847733573,-2872357,460071,536577,2406,INT_75,INT_432
1684847733573,-2845793,466355,536584,2485,INT_75,INT_432
1684847733573,-2818351,472945,536468,2423,INT_75,INT_432
1684847733573,-2790486,479210,536345,2252,INT_75,INT_432
1684847733573,-2762776,485420,536129,2306,INT_75,INT_432
1684847733573,-2734825,491416,535883,2140,INT_75,INT_432
1684847733573,-2706814,497143,536077,2047,INT_75,INT_432
1684847733573,-2680405,502554,536863,1965,INT_75,INT_432
1684847733573,-2660125,506314,537563,1874,INT_75,INT_432
1684847733573,-2640327,510583,537829,2098,INT_75,INT_432
1684847733573,-2626020,513229,538177,1708,INT_75,INT_432
1684847733573,-2612833,515633,538494,2019,INT_75,INT_432
1684847733573,-2585184,521360,539218,2048,INT_75,INT_432
1684847733573,-2574798,523541,539332,2231,INT_75,INT_432
1685023466572,-1469891,698868,537766,30195,GATE_02,INT_81
1685023466572,-1478329,701050,537339,30398,GATE_02,INT_81
1685023466572,-1485345,702563,536999,30116,GATE_02,INT_81
1685023466572,-1490783,703741,536810,31680,GATE_02,INT_81
1685023466572,-1492300,704020,536779,30977,GATE_02,INT_81
1685187120914,-1336902,660255,541850,29461,MEM_BAY,GATE_02
1685187120914,-1358345,666938,541479,29804,MEM_BAY,GATE_02
1685187120914,-1385952,674735,541132,29825,MEM_BAY,GATE_02
1685187120914,-1400612,679107,540911,29903,MEM_BAY,GATE_02
1685187120914,-1416238,683869,540339,29493,MEM_BAY,GATE_02
1685187120914,-1432045,688621,539752,29838,MEM_BAY,GATE_02
1685187120914,-1455351,695462,538662,29711,MEM_BAY,GATE_02
1685187120914,-1470262,699620,537827,30160,MEM_BAY,GATE_02
1685187120914,-1477208,701291,537466,30488,MEM_BAY,GATE_02
1685187120914,-1486353,702739,537062,31398,MEM_BAY,GATE_02
1685187120914,-1491111,702897,536825,-32730,MEM_BAY,GATE_02
1685187120914,-1496308,702627,536601,-31927,MEM_BAY,GATE_02
1685187120914,-1501565,701709,536379,-30798,MEM_BAY,GATE_02
1685187120914,-1506633,700316,536164,-29685,MEM_BAY,GATE_02
1685187120914,-1511072,698627,536024,-28707,MEM_BAY,GATE_02
1685187120914,-1517278,695582,535758,-27708,MEM_BAY,GATE_02
1685187120914,-1523707,691712,535573,-26691,MEM_BAY,GATE_02
1685187120914,-1524638,691006,535489,-26001,MEM_BAY,GATE_02
1685039473954,-2274938,545651,541931,-14394,INT_130,B4_99_B_0_FINGER14
1685039473954,-2273189,535960,541933,-14436,INT_130,B4_99_B_0_FINGER14
1685039473954,-2270043,520459,541695,-14186,INT_130,B4_99_B_0_FINGER14
1685039473954,-2269526,518334,541709,-13895,INT_130,B4_99_B_0_FINGER14
1685039473954,-2269345,516180,541791,-15510,INT_130,B4_99_B_0_FINGER14
1685039473954,-2267802,507344,541736,-14593,INT_130,B4_99_B_0_FINGER14
1685039473954,-2263587,480055,541915,-14840,INT_130,B4_99_B_0_FINGER14
1685039473954,-2261057,465231,541986,-14788,INT_130,B4_99_B_0_FINGER14
1685039473954,-2258640,451066,542055,-14738,INT_130,B4_99_B_0_FINGER14
1685039473954,-2256571,434833,542392,-15330,INT_130,B4_99_B_0_FINGER14
1685039473954,-2254193,406254,542804,-15814,INT_130,B4_99_B_0_FINGER14
1685039199234,-2288453,399116,542716,17885,B4_99_B_0_FINGER14,INT_130
1685039199234,-2290530,409651,542704,18957,B4_99_B_0_FINGER14,INT_130
1685039199234,-2293581,435863,542636,17520,B4_99_B_0_FINGER14,INT_130
1685039199234,-2298071,464350,542248,18311,B4_99_B_0_FINGER14,INT_130
1685039199234,-2302243,492650,542127,18057,B4_99_B_0_FINGER14,INT_130
1685039199234,-2304863,506629,542017,18439,B4_99_B_0_FINGER14,INT_130
1685039199234,-2309138,532210,542039,18083,B4_99_B_0_FINGER14,INT_130
1685039199234,-2310414,539079,541982,18174,B4_99_B_0_FINGER14,INT_130
1685600323251,-1439260,367557,542507,9460,INT_65,INT_136
1685600323251,-1433063,374936,542525,8809,INT_65,INT_136
1685600323251,-1427727,380431,542830,8278,INT_65,INT_136
1685600323251,-1421444,386223,543083,7638,INT_65,INT_136
1685600323251,-1412041,394215,543554,7144,INT_65,INT_136
1685600323251,-1393459,409549,543847,7049,INT_65,INT_136
1685600323251,-1378453,421012,544249,6716,INT_65,INT_136
1685600323251,-1371205,425616,544407,5763,INT_65,INT_136
1685600323251,-1363991,429552,544524,5138,INT_65,INT_136
1685600323251,-1358759,431789,544690,4029,INT_65,INT_136
1685645194527,-1469391,725701,537978,0,GATE_02,MEM_BAY
1685645194527,-1468707,725529,538011,0,GATE_02,MEM_BAY
1685645194527,-1466867,725060,538080,0,GATE_02,MEM_BAY
1685645194527,-1464937,724535,538142,0,GATE_02,MEM_BAY
1685645194527,-1463059,723922,538196,0,GATE_02,MEM_BAY
1685645194527,-1460737,723031,538258,0,GATE_02,MEM_BAY
1685645194527,-1459031,722273,538313,0,GATE_02,MEM_BAY
1685645194527,-1457876,721700,538340,0,GATE_02,MEM_BAY
1685645194527,-1456689,721062,538375,0,GATE_02,MEM_BAY
1685645194527,-1455564,720408,538428,0,GATE_02,MEM_BAY
1685645194527,-1454137,719499,538484,0,GATE_02,MEM_BAY
1685645194527,-1452718,718520,538549,0,GATE_02,MEM_BAY
1685645194527,-1451633,717707,538599,0,GATE_02,MEM_BAY
1685645194527,-1450485,716792,538651,0,GATE_02,MEM_BAY
1685645194527,-1448866,715384,538735,0,GATE_02,MEM_BAY
1685645194527,-1445120,712016,538975,0,GATE_02,MEM_BAY
1685645194527,-1441703,708979,539194,0,GATE_02,MEM_BAY
1685645194527,-1440004,707611,539275,0,GATE_02,MEM_BAY
1685645194527,-1437869,706001,539385,0,GATE_02,MEM_BAY
1685645194527,-1435997,704658,539480,0,GATE_02,MEM_BAY
1685645194527,-1434578,703718,539556,0,GATE_02,MEM_BAY
1685645194527,-1433198,702865,539615,0,GATE_02,MEM_BAY
1685645194527,-1431936,702138,539670,0,GATE_02,MEM_BAY
1685645194527,-1430436,701345,539736,0,GATE_02,MEM_BAY
1685645194527,-1428915,700598,539790,0,GATE_02,MEM_BAY
1685645194527,-1427540,699975,539866,0,GATE_02,MEM_BAY
1685645194527,-1426069,699359,539950,0,GATE_02,MEM_BAY
1685645194527,-1424488,698748,540007,0,GATE_02,MEM_BAY
1685645194527,-1421679,697815,540122,0,GATE_02,MEM_BAY
1685645194527,-1415624,695958,540378,0,GATE_02,MEM_BAY
1685645194527,-1402913,692382,540746,0,GATE_02,MEM_BAY
1685645194527,-1386617,688091,541013,0,GATE_02,MEM_BAY
1685645194527,-1372613,684506,541140,0,GATE_02,MEM_BAY
1685645194527,-1363427,682030,541230,0,GATE_02,MEM_BAY
1685645194527,-1355959,679720,541356,0,GATE_02,MEM_BAY
1685645194527,-1348045,677218,541525,0,GATE_02,MEM_BAY
1685645194527,-1340980,675002,541687,0,GATE_02,MEM_BAY
1685645194527,-1337255,673819,541775,0,GATE_02,MEM_BAY
1685696058732,-5609646,-538940,525586,-21314,INT_121,INT_41
1685696058732,-5617059,-554042,525414,-20934,INT_121,INT_41
1685696058732,-5627824,-578574,525244,-20585,INT_121,INT_41
1685696058732,-5635150,-596432,525453,-20080,INT_121,INT_41
1685696126488,-5666169,-583994,525534,12508,INT_41,INT_121
1685696126488,-5657197,-562832,525466,12116,INT_41,INT_121
1685696126488,-5646346,-538123,525585,12103,INT_41,INT_121
1685696126488,-5639020,-520979,525422,12156,INT_41,INT_121
1685696206697,-5631297,-502192,525527,11853,INT_121,INT_44
1685696206697,-5622583,-482375,525512,12217,INT_121,INT_44
1685696206697,-5617705,-469937,525465,12713,INT_121,INT_44
1685696206697,-5613628,-457444,525383,13231,INT_121,INT_44
1685696206697,-5608991,-440569,525388,13841,INT_121,INT_44
1685696206697,-5606242,-429849,525691,13854,INT_121,INT_44
1685696399471,-5562854,-440049,526030,-20912,INT_44,INT_121
1685696399471,-5575498,-466726,525925,-20997,INT_44,INT_121
1685696399471,-5587987,-492400,525791,-21090,INT_44,INT_121
1685696399471,-5593719,-504717,525801,-20764,INT_44,INT_121
1687139900607,-5647044,-973197,524351,3393,INT_145,INT_12
1687139900607,-5632211,-968872,524346,3131,INT_145,INT_12
1687139900607,-5610896,-962152,524297,3005,INT_145,INT_12
1687139900607,-5592572,-956480,524178,3384,INT_145,INT_12
1687139900607,-5589202,-955320,524161,3561,INT_145,INT_12
1687139975479,-5571904,-984401,524654,-30155,INT_12,INT_145
1687139975479,-5583652,-987677,524603,-30345,INT_12,INT_145
1687139975479,-5603441,-992003,524612,-30649,INT_12,INT_145
1687139975479,-5622730,-995864,524514,-30460,INT_12,INT_145
1687139975479,-5650681,-1002798,524285,-30213,INT_12,INT_145
1687139975479,-5654861,-1003800,524380,-30515,INT_12,INT_145
1687145544692,-5692241,-1008524,524588,-31828,INT_145,INT_21
1687145544692,-5701076,-1009081,524622,-32354,INT_145,INT_21
1687145544692,-5716995,-1009564,524604,-32537,INT_145,INT_21
1687145544692,-5725631,-1009267,524562,32161,INT_145,INT_21
1687145544692,-5734956,-1008330,524511,31433,INT_145,INT_21
1687145544692,-5742222,-1007114,524486,30777,INT_145,INT_21
1687145544692,-5749617,-1005294,524439,30078,INT_145,INT_21
1687145544692,-5754461,-1003633,524417,29103,INT_145,INT_21
1687145544692,-5761330,-1000616,524438,28201,INT_145,INT_21
1687145544692,-5767777,-997219,524430,27368,INT_145,INT_21
1687145544692,-5773664,-993376,524421,26488,INT_145,INT_21
1687145544692,-5779025,-989311,524424,25716,INT_145,INT_21
1687145544692,-5788213,-981542,524438,25229,INT_145,INT_21
1687145544692,-5793470,-976520,524522,24525,INT_145,INT_21
1687145544692,-5798503,-971452,524572,24976,INT_145,INT_21
1687145544692,-5820361,-952740,524448,25339,INT_145,INT_21
1687153728393,-5801761,-923956,524414,-8173,INT_21,INT_145
1687153728393,-5783481,-942771,524464,-8316,INT_21,INT_145
1687153728393,-5773716,-952359,524275,-7976,INT_21,INT_145
1687153728393,-5769958,-955840,524260,-7794,INT_21,INT_145
1687153728393,-5765950,-959246,524221,-7347,INT_21,INT_145
1687153728393,-5761727,-962504,524234,-6854,INT_21,INT_145
1687153728393,-5757478,-965493,524228,-6395,INT_21,INT_145
1687153728393,-5753237,-968036,524244,-5634,INT_21,INT_145
1687153728393,-5748910,-970181,524317,-4801,INT_21,INT_145
1687153728393,-5744489,-971944,524330,-3958,INT_21,INT_145
1687153728393,-5739869,-973309,524302,-2997,INT_21,INT_145
1687153728393,-5735181,-974441,524299,-2472,INT_21,INT_145
1687153728393,-5725751,-975973,524225,-1471,INT_21,INT_145
1687153728393,-5711711,-977430,524303,-868,INT_21,INT_145
1687153728393,-5697662,-978432,524317,-604,INT_21,INT_145
1687153728393,-5688759,-978609,524292,-46,INT_21,INT_145
1687357162153,3389748,-317425,543155,17837,INT_205,INT_140
1687357162153,3389162,-313026,542998,18428,INT_205,INT_140
1687357162153,3388697,-307753,542909,18017,INT_205,INT_140
1687357162153,3387033,-294025,542427,18029,INT_205,INT_140
1687357162153,3385120,-283462,542015,18268,INT_205,INT_140
1687357272366,3403470,-284539,542309,-15863,INT_140,INT_205
1687357272366,3405573,-304189,542451,-15237,INT_140,INT_205
1687357272366,3406650,-312942,542792,-15724,INT_140,INT_205
1687357668966,3541389,-295826,541884,17669,INT_67,INT_140
1687357668966,3539183,-282311,541606,17620,INT_67,INT_140
1687357668966,3537528,-272686,541602,17639,INT_67,INT_140
1687357668966,3536269,-264963,541536,18712,INT_67,INT_140
1687357668966,3536114,-264239,541515,18712,INT_67,INT_140
1687357772777,3556834,-261455,541252,-14379,INT_140,INT_67
1687357772777,3558920,-270950,541496,-14267,INT_140,INT_67
1687357772777,3561040,-282971,541644,-14236,INT_140,INT_67
1687357772777,3562497,-290266,541688,-14638,INT_140,INT_67
1687357772777,3563540,-296439,541678,-14768,INT_140,INT_67
1687358037736,3657287,-322075,540828,-31133,INT_96,INT_67
1687358037736,3648306,-323496,540816,-31448,INT_96,INT_67
1687358037736,3632542,-325556,540982,-31205,INT_96,INT_67
1687358037736,3603359,-329872,541299,-31075,INT_96,INT_67
1687358037736,3584277,-332564,541450,-31458,INT_96,INT_67
1687358037736,3571400,-334003,541575,-31827,INT_96,INT_67
1687358037736,3560695,-335024,541723,-31490,INT_96,INT_67
1687358779617,3416079,-318771,543019,-31212,INT_205,INT_67
1687358779617,3445168,-314826,542751,1641,INT_205,INT_67
1687358779617,3467654,-311299,542555,1569,INT_205,INT_67
1687358779617,3493890,-307317,542408,1649,INT_205,INT_67
1687358779617,3511542,-304690,542243,1516,INT_205,INT_67
1687358779617,3537692,-300736,541996,1600,INT_205,INT_67
1687358882097,3553137,-336026,541839,-31079,INT_67,INT_205
1687358882097,3523660,-340361,542221,-31271,INT_67,INT_205
1687358882097,3495226,-344464,542422,-31119,INT_67,INT_205
1687358882097,3477687,-346942,542449,-31463,INT_67,INT_205
1687358882097,3450744,-349819,542751,-31489,INT_67,INT_205
1687358882097,3436058,-351713,542849,-31669,INT_67,INT_205
1687358882097,3412942,-354024,543035,-31812,INT_67,INT_205
1687476365516,1988869,32747,562722,17987,INT_171,INT_97
1687476365516,1987050,43653,563128,18318,INT_171,INT_97
1687476365516,1984094,57734,563486,18126,INT_171,INT_97
1687476365516,1982396,69522,563503,18322,INT_171,INT_97
1687476365516,1979560,85032,563439,18245,INT_171,INT_97
1687476426290,2014381,95066,564076,-14758,INT_97,INT_171
1687476426290,2017906,70534,563604,-14710,INT_97,INT_171
1687476426290,2020112,56741,563310,-14447,INT_97,INT_171
1687476426290,2025835,30575,562624,-13850,INT_97,INT_171
1687539477023,-4811606,-1553433,514432,27181,GATE_51,INT_01
1687539477023,-4832119,-1541468,514833,27598,GATE_51,INT_01
1687539477023,-4850271,-1531861,515083,27893,GATE_51,INT_01
1687539477023,-4866698,-1524036,515372,28292,GATE_51,INT_01
1687539477023,-4877817,-1519238,515518,28689,GATE_51,INT_01
1687539477023,-4889375,-1514448,515522,28448,GATE_51,INT_01
1687539477023,-4898019,-1510178,515576,27813,GATE_51,INT_01
1687539477023,-4909164,-1503904,515741,27224,GATE_51,INT_01
1687539477023,-4917041,-1498966,515856,26725,GATE_51,INT_01
1687539477023,-4924410,-1493638,515992,25995,GATE_51,INT_01
1687539477023,-4946087,-1475891,516246,25571,GATE_51,INT_01
1687539477023,-4959670,-1464595,516582,25256,GATE_51,INT_01
1687539477023,-4965678,-1459629,516794,26028,GATE_51,INT_01
1687539303142,-4954594,-1423735,516043,-10974,INT_01,GATE_51
1687539303142,-4950026,-1431115,516061,-10150,INT_01,GATE_51
1687539303142,-4945337,-1437324,516212,-9252,INT_01,GATE_51
1687539303142,-4939976,-1443088,516262,-8112,INT_01,GATE_51
1687539303142,-4934201,-1448314,516282,-7252,INT_01,GATE_51
1687539303142,-4919972,-1459128,515889,-6665,INT_01,GATE_51
1687539303142,-4909000,-1466674,515627,-5943,INT_01,GATE_51
1687539303142,-4900769,-1471621,515529,-5415,INT_01,GATE_51
1687539303142,-4893787,-1475232,515473,-4676,INT_01,GATE_51
1687539303142,-4876152,-1482871,515221,-4251,INT_01,GATE_51
1687539303142,-4854020,-1491355,515188,-3573,INT_01,GATE_51
